image_id,storm_id,relative_time,ocean,wind_speed,train
cti_162,cti,349200,1,93,1
cti_163,cti,351000,1,93,1
cti_164,cti,352801,1,94,1
cti_165,cti,356402,1,96,1
cti_166,cti,358202,1,97,1
cti_167,cti,360001,1,98,1
cti_168,cti,361801,1,98,1
cti_169,cti,363600,1,99,1
cti_170,cti,367201,1,101,1
cti_171,cti,369000,1,103,1
cti_172,cti,370801,1,104,1
cti_173,cti,372600,1,105,1
cti_174,cti,374400,1,106,1
cti_175,cti,377999,1,109,1
cti_176,cti,379799,1,110,1
cti_177,cti,381599,1,111,1
cti_178,cti,383399,1,113,1
cti_179,cti,385199,1,114,1
cti_180,cti,388799,1,114,1
cti_181,cti,390601,1,113,1
cti_182,cti,392399,1,112,1
cti_183,cti,394200,1,112,1
cti_184,cti,395999,1,111,1
cti_185,cti,399599,1,109,1
cti_186,cti,401398,1,108,1
cti_187,cti,403199,1,107,1
cti_188,cti,404999,1,107,1
cti_189,cti,406799,1,106,1
cti_190,cti,410399,1,105,1
cti_191,cti,412199,1,105,1
cti_192,cti,413999,1,105,1
cti_193,cti,415798,1,105,1
cti_194,cti,417599,1,105,1
cti_195,cti,421200,1,105,1
dce_150,dce,539997,2,95,1
dce_151,dce,543597,2,95,1
dce_152,dce,547197,2,95,1
dce_153,dce,550797,2,95,1
dce_154,dce,554397,2,95,1
dce_155,dce,557997,2,95,1
dce_156,dce,561597,2,100,1
dce_157,dce,565197,2,100,1
dce_158,dce,568797,2,100,1
dce_159,dce,572397,2,100,1
dce_160,dce,575997,2,100,1
dce_161,dce,579597,2,100,1
dce_162,dce,583197,2,115,1
dce_163,dce,586797,2,115,1
dce_164,dce,590397,2,115,1
dce_165,dce,593997,2,115,1
dce_166,dce,597597,2,115,1
dce_167,dce,601197,2,115,1
dce_168,dce,604797,2,120,1
dce_169,dce,608397,2,120,1
dce_170,dce,611997,2,120,1
dce_171,dce,615597,2,120,1
dce_172,dce,619197,2,120,1
dce_173,dce,622797,2,120,1
dce_234,dce,842396,2,115,1
dce_235,dce,845996,2,115,1
dce_236,dce,849596,2,115,1
dce_237,dce,853197,2,115,1
dce_238,dce,856797,2,115,1
dce_239,dce,863995,2,105,1
dce_240,dce,867595,2,105,1
dce_241,dce,871195,2,105,1
dce_242,dce,874795,2,105,1
dce_243,dce,878395,2,105,1
dce_244,dce,881995,2,105,1
dce_245,dce,885595,2,100,1
dce_246,dce,889195,2,100,1
dce_247,dce,892795,2,100,1
dce_248,dce,896395,2,100,1
dce_249,dce,899995,2,100,1
dce_250,dce,903595,2,100,1
dce_251,dce,907195,2,95,1
dce_252,dce,910795,2,95,1
dce_253,dce,914395,2,95,1
dce_254,dce,917995,2,95,1
dce_255,dce,921595,2,95,1
dce_256,dce,925195,2,95,1
dce_274,dce,993593,2,95,1
dce_275,dce,997193,2,95,1
dce_276,dce,1000793,2,95,1
dce_277,dce,1004393,2,95,1
dce_278,dce,1007993,2,95,1
dce_279,dce,1011593,2,95,1
dce_280,dce,1015193,2,100,1
dce_281,dce,1018793,2,100,1
dce_282,dce,1022393,2,100,1
dce_283,dce,1025993,2,100,1
dce_284,dce,1029593,2,100,1
dce_285,dce,1036790,2,100,1
dce_286,dce,1040390,2,100,1
dce_287,dce,1043990,2,100,1
dft_104,dft,226800,1,91,1
dft_105,dft,228600,1,92,1
dft_106,dft,230400,1,93,1
dft_107,dft,232200,1,93,1
dft_108,dft,234000,1,94,1
dft_109,dft,237600,1,96,1
dft_110,dft,239399,1,98,1
dft_111,dft,241200,1,99,1
dft_112,dft,243001,1,100,1
dft_113,dft,244800,1,101,1
dft_114,dft,248400,1,104,1
dft_115,dft,250200,1,105,1
dft_116,dft,252000,1,106,1
dft_117,dft,253800,1,108,1
dft_118,dft,255600,1,109,1
dft_119,dft,259199,1,111,1
dft_120,dft,261001,1,113,1
dft_121,dft,262800,1,114,1
dft_122,dft,264600,1,115,1
dft_123,dft,266400,1,116,1
dft_124,dft,270001,1,119,1
dft_125,dft,271802,1,120,1
dft_148,dft,320400,1,120,1
dft_149,dft,324000,1,120,1
dft_150,dft,325800,1,119,1
dft_151,dft,327600,1,119,1
dft_152,dft,329399,1,118,1
dft_153,dft,331202,1,118,1
dft_154,dft,334800,1,117,1
dft_155,dft,336600,1,117,1
dft_156,dft,338400,1,116,1
dft_157,dft,340200,1,116,1
dft_158,dft,342000,1,115,1
dft_159,dft,345600,1,115,1
dft_160,dft,347400,1,115,1
dft_161,dft,349200,1,115,1
dft_162,dft,351000,1,115,1
dft_163,dft,352800,1,115,1
dft_164,dft,356402,1,115,1
dft_165,dft,358201,1,115,1
dft_166,dft,360001,1,115,1
dft_167,dft,361802,1,115,1
dft_168,dft,363601,1,115,1
dft_169,dft,367202,1,115,1
dft_170,dft,369003,1,115,1
dft_171,dft,370802,1,115,1
dft_172,dft,372601,1,115,1
dft_173,dft,374400,1,115,1
dft_174,dft,378001,1,115,1
dft_175,dft,379801,1,115,1
dft_176,dft,381601,1,115,1
dft_177,dft,383401,1,115,1
dft_178,dft,385203,1,115,1
dft_179,dft,388802,1,115,1
dft_180,dft,390601,1,115,1
dft_181,dft,392401,1,115,1
dft_182,dft,394202,1,115,1
dft_183,dft,396001,1,115,1
dft_184,dft,399600,1,115,1
dft_185,dft,401400,1,115,1
dft_186,dft,403201,1,115,1
dft_187,dft,404999,1,115,1
dft_188,dft,406800,1,115,1
dft_189,dft,410399,1,115,1
dft_190,dft,412200,1,115,1
dft_191,dft,414000,1,115,1
dft_192,dft,415800,1,115,1
dft_193,dft,417600,1,115,1
dft_194,dft,421200,1,115,1
dft_195,dft,423000,1,115,1
dft_196,dft,424800,1,115,1
dft_197,dft,426600,1,115,1
dft_198,dft,428400,1,115,1
dft_199,dft,432000,1,115,1
dft_200,dft,433799,1,114,1
dft_201,dft,435600,1,114,1
dft_202,dft,437400,1,113,1
dft_203,dft,439200,1,113,1
dft_204,dft,442802,1,112,1
dft_205,dft,444601,1,112,1
dft_206,dft,446402,1,111,1
dft_207,dft,448201,1,111,1
dft_208,dft,450001,1,110,1
dft_209,dft,453601,1,110,1
dft_210,dft,455403,1,110,1
dft_211,dft,457201,1,110,1
dft_212,dft,459002,1,110,1
dft_213,dft,460802,1,110,1
dft_214,dft,464400,1,110,1
dft_215,dft,466200,1,110,1
dft_216,dft,468001,1,110,1
dft_217,dft,469802,1,110,1
dft_218,dft,471601,1,110,1
dft_219,dft,475202,1,110,1
dft_220,dft,477001,1,109,1
dft_221,dft,478801,1,109,1
dft_222,dft,480601,1,108,1
dft_223,dft,482401,1,108,1
dft_224,dft,486000,1,107,1
dft_225,dft,487800,1,107,1
dft_226,dft,489602,1,106,1
dft_227,dft,491400,1,106,1
dft_228,dft,493201,1,105,1
dft_229,dft,496800,1,105,1
dft_230,dft,498600,1,104,1
dft_231,dft,500400,1,104,1
djm_064,djm,136802,1,91,1
djm_065,djm,140400,1,94,1
djm_066,djm,142200,1,95,1
djm_067,djm,144000,1,96,1
djm_068,djm,145800,1,98,1
djm_069,djm,147601,1,99,1
djm_070,djm,151201,1,101,1
djm_071,djm,153001,1,103,1
djm_072,djm,154801,1,104,1
djm_073,djm,156601,1,105,1
djm_074,djm,158401,1,106,1
djm_075,djm,162000,1,109,1
djm_076,djm,163800,1,110,1
djm_077,djm,165601,1,111,1
djm_078,djm,167400,1,113,1
djm_079,djm,169200,1,114,1
djm_080,djm,172800,1,116,1
djm_081,djm,174600,1,117,1
djm_082,djm,176401,1,118,1
djm_083,djm,178200,1,118,1
djm_084,djm,180001,1,119,1
djm_109,djm,234001,1,120,1
djm_110,djm,237601,1,120,1
djm_111,djm,239400,1,119,1
djm_112,djm,241201,1,119,1
djm_113,djm,243001,1,118,1
djm_114,djm,244800,1,118,1
djm_115,djm,248400,1,117,1
djm_116,djm,250201,1,117,1
djm_117,djm,252001,1,116,1
djm_118,djm,253800,1,116,1
djm_119,djm,255601,1,115,1
djm_120,djm,259200,1,115,1
djm_121,djm,261001,1,115,1
djm_122,djm,262801,1,115,1
djm_123,djm,264601,1,115,1
djm_124,djm,266400,1,115,1
djm_125,djm,270001,1,115,1
djm_126,djm,271800,1,115,1
djm_127,djm,273600,1,115,1
djm_128,djm,275400,1,115,1
djm_129,djm,277201,1,115,1
djm_130,djm,280800,1,114,1
djm_131,djm,282601,1,113,1
djm_132,djm,284401,1,112,1
djm_133,djm,286201,1,112,1
djm_134,djm,288001,1,111,1
djm_135,djm,291601,1,109,1
djm_136,djm,293401,1,108,1
djm_137,djm,295200,1,107,1
djm_138,djm,297001,1,107,1
djm_139,djm,298802,1,106,1
djm_140,djm,302402,1,105,1
djm_141,djm,304202,1,104,1
djm_142,djm,306002,1,104,1
djm_143,djm,307802,1,103,1
djm_144,djm,309602,1,103,1
djm_145,djm,313200,1,102,1
djm_146,djm,315001,1,102,1
djm_147,djm,316801,1,101,1
djm_148,djm,318601,1,101,1
djm_149,djm,320401,1,100,1
djm_150,djm,324001,1,100,1
djm_151,djm,325801,1,99,1
djm_152,djm,327601,1,99,1
dnd_010,dnd,44999,2,92,1
dnd_011,dnd,46798,2,93,1
dnd_012,dnd,59399,2,102,1
dnd_013,dnd,61199,2,103,1
dnd_014,dnd,64799,2,105,1
dnd_015,dnd,66600,2,104,1
dnd_016,dnd,68399,2,104,1
dnd_017,dnd,70199,2,104,1
dnd_018,dnd,71999,2,103,1
dnd_019,dnd,75599,2,102,1
dnd_020,dnd,77398,2,102,1
dnd_021,dnd,79199,2,101,1
dnd_022,dnd,80999,2,101,1
dnd_023,dnd,82806,2,101,1
dnd_024,dnd,86400,2,100,1
dnd_025,dnd,88200,2,99,1
dnd_026,dnd,90000,2,99,1
dnd_027,dnd,91800,2,99,1
dnd_028,dnd,93600,2,98,1
dnd_029,dnd,97200,2,97,1
dnd_030,dnd,99000,2,97,1
dnd_031,dnd,100800,2,96,1
dnd_032,dnd,102600,2,96,1
dnd_033,dnd,104400,2,96,1
dnd_034,dnd,108000,2,95,1
dvh_051,dvh,109799,1,91,1
dvh_052,dvh,111600,1,91,1
dvh_053,dvh,113400,1,92,1
dvh_054,dvh,115200,1,92,1
dvh_055,dvh,118801,1,93,1
dvh_056,dvh,120602,1,93,1
dvh_057,dvh,122402,1,94,1
dvh_058,dvh,124201,1,94,1
dvh_059,dvh,126001,1,95,1
dvh_060,dvh,129601,1,95,1
dvh_061,dvh,131402,1,94,1
dvh_062,dvh,133201,1,94,1
dvh_063,dvh,135001,1,93,1
dvh_064,dvh,136803,1,93,1
dvh_065,dvh,140402,1,92,1
dwc_105,dwc,248400,1,91,1
dwc_106,dwc,250198,1,92,1
dwc_107,dwc,251998,1,93,1
dwc_108,dwc,253798,1,93,1
dwc_109,dwc,255598,1,94,1
dwc_110,dwc,259198,1,95,1
dwc_111,dwc,260999,1,96,1
dwc_112,dwc,262799,1,96,1
dwc_113,dwc,264599,1,97,1
dwc_114,dwc,266399,1,97,1
dwc_115,dwc,269999,1,98,1
dwc_116,dwc,271798,1,98,1
dwc_117,dwc,273598,1,99,1
dwc_118,dwc,275398,1,99,1
dwc_119,dwc,277198,1,100,1
dwc_120,dwc,280801,1,101,1
dwc_121,dwc,282600,1,102,1
dwc_122,dwc,284400,1,103,1
dwc_123,dwc,286200,1,103,1
dwc_124,dwc,293398,1,107,1
dwc_125,dwc,295199,1,108,1
dwc_126,dwc,296999,1,108,1
dwc_127,dwc,298799,1,109,1
dwc_128,dwc,302398,1,109,1
dwc_129,dwc,304199,1,108,1
dwc_130,dwc,305998,1,107,1
dwc_131,dwc,307798,1,107,1
dwc_132,dwc,309598,1,106,1
dwc_133,dwc,313199,1,104,1
dwc_134,dwc,314999,1,103,1
dwc_135,dwc,316799,1,102,1
dwc_136,dwc,318599,1,102,1
dwc_137,dwc,320399,1,101,1
dwc_138,dwc,323998,1,100,1
dwc_139,dwc,325798,1,99,1
dwc_140,dwc,327598,1,99,1
dwc_141,dwc,329398,1,98,1
dwc_142,dwc,331199,1,98,1
dwc_143,dwc,334800,1,97,1
dwc_144,dwc,336598,1,97,1
dzw_075,dzw,199801,1,92,1
dzw_076,dzw,201601,1,93,1
dzw_077,dzw,205201,1,97,1
dzw_078,dzw,217801,1,106,1
dzw_079,dzw,219601,1,106,1
dzw_080,dzw,228599,1,108,1
dzw_081,dzw,232199,1,109,1
dzw_082,dzw,233999,1,110,1
dzw_083,dzw,237600,1,110,1
dzw_084,dzw,239400,1,110,1
dzw_085,dzw,241200,1,110,1
dzw_086,dzw,242999,1,110,1
dzw_087,dzw,244800,1,110,1
dzw_088,dzw,248399,1,110,1
dzw_089,dzw,250199,1,110,1
dzw_090,dzw,251999,1,110,1
dzw_091,dzw,253800,1,110,1
dzw_092,dzw,255599,1,110,1
dzw_093,dzw,264601,1,110,1
dzw_094,dzw,266401,1,110,1
dzw_095,dzw,270001,1,110,1
dzw_096,dzw,271801,1,110,1
dzw_097,dzw,273601,1,110,1
dzw_098,dzw,275401,1,110,1
dzw_099,dzw,277201,1,110,1
dzw_100,dzw,280801,1,110,1
dzw_101,dzw,282601,1,110,1
dzw_102,dzw,284401,1,110,1
dzw_103,dzw,288001,1,110,1
dzw_104,dzw,291601,1,110,1
dzw_105,dzw,304202,1,111,1
dzw_106,dzw,306001,1,111,1
dzw_107,dzw,315000,1,113,1
dzw_108,dzw,318599,1,114,1
dzw_109,dzw,320400,1,115,1
dzw_110,dzw,324000,1,115,1
dzw_111,dzw,325799,1,115,1
dzw_112,dzw,327600,1,115,1
dzw_113,dzw,329399,1,115,1
dzw_114,dzw,331200,1,115,1
dzw_115,dzw,334800,1,115,1
dzw_116,dzw,336599,1,115,1
dzw_117,dzw,338400,1,115,1
dzw_118,dzw,340199,1,115,1
dzw_119,dzw,342000,1,115,1
dzw_120,dzw,345600,1,115,1
dzw_121,dzw,347399,1,115,1
dzw_122,dzw,349200,1,115,1
dzw_123,dzw,350999,1,115,1
dzw_124,dzw,352801,1,115,1
dzw_125,dzw,356401,1,115,1
dzw_126,dzw,358200,1,115,1
dzw_127,dzw,360000,1,115,1
dzw_128,dzw,361801,1,115,1
dzw_129,dzw,363601,1,115,1
dzw_130,dzw,367201,1,115,1
dzw_131,dzw,369001,1,114,1
dzw_132,dzw,370801,1,114,1
dzw_133,dzw,372601,1,113,1
dzw_134,dzw,374401,1,113,1
dzw_135,dzw,378001,1,112,1
eck_086,eck,282600,2,91,1
eck_087,eck,284400,2,91,1
eck_088,eck,286200,2,91,1
eck_089,eck,288000,2,92,1
eck_090,eck,291600,2,93,1
eck_091,eck,293400,2,93,1
eck_092,eck,302398,2,95,1
eck_093,eck,304200,2,96,1
eck_094,eck,305999,2,96,1
eck_095,eck,307799,2,96,1
eck_096,eck,309600,2,97,1
eck_097,eck,313200,2,98,1
eck_098,eck,315000,2,98,1
eck_099,eck,316800,2,99,1
eck_100,eck,318600,2,99,1
eck_101,eck,320400,2,99,1
eck_102,eck,324000,2,100,1
eck_103,eck,325800,2,100,1
eck_104,eck,327600,2,100,1
eck_105,eck,329400,2,100,1
eck_106,eck,331199,2,100,1
eck_107,eck,334800,2,100,1
eck_108,eck,336600,2,100,1
eck_109,eck,338400,2,100,1
eck_110,eck,340200,2,100,1
eck_111,eck,342000,2,100,1
eck_112,eck,345600,2,100,1
eck_113,eck,347400,2,100,1
eck_114,eck,349200,2,100,1
eck_115,eck,351000,2,100,1
eck_116,eck,352800,2,100,1
eck_117,eck,356400,2,100,1
eck_118,eck,358200,2,100,1
eck_119,eck,360000,2,100,1
eck_120,eck,361800,2,100,1
eck_121,eck,363600,2,100,1
eck_122,eck,367200,2,101,1
eck_123,eck,369000,2,103,1
eck_124,eck,370800,2,105,1
eck_125,eck,372600,2,107,1
eck_126,eck,374400,2,109,1
eck_127,eck,378000,2,114,1
eck_128,eck,379800,2,116,1
eck_169,eck,480600,2,120,1
eck_170,eck,482400,2,118,1
eck_171,eck,486000,2,116,1
eck_172,eck,487800,2,114,1
eem_264,eem,572401,1,92,1
eem_265,eem,574200,1,93,1
eem_266,eem,576000,1,95,1
eem_267,eem,577800,1,97,1
eem_268,eem,579600,1,98,1
eem_269,eem,583200,1,99,1
eem_270,eem,585000,1,98,1
eem_271,eem,586801,1,97,1
eem_272,eem,588600,1,97,1
eem_273,eem,590400,1,96,1
eem_274,eem,594000,1,94,1
eem_275,eem,595801,1,93,1
efl_050,efl,115198,1,91,1
efl_051,efl,116998,1,92,1
efl_052,efl,118799,1,93,1
efl_053,efl,120598,1,93,1
efl_054,efl,122399,1,94,1
efl_055,efl,125999,1,95,1
efl_056,efl,127799,1,94,1
efl_057,efl,129599,1,94,1
efl_058,efl,131399,1,93,1
efl_059,efl,133198,1,93,1
efl_060,efl,136800,1,92,1
efl_061,efl,138600,1,92,1
efl_062,efl,140400,1,91,1
efl_063,efl,142200,1,91,1
efl_075,efl,169200,1,91,1
efl_076,efl,171000,1,92,1
efl_077,efl,172800,1,93,1
efl_078,efl,174600,1,93,1
efl_079,efl,176400,1,94,1
efl_080,efl,179999,1,96,1
efl_081,efl,181798,1,97,1
efl_082,efl,183599,1,98,1
efl_083,efl,185399,1,98,1
efl_084,efl,187198,1,99,1
efl_085,efl,190798,1,101,1
efl_086,efl,192598,1,103,1
efl_087,efl,194398,1,104,1
efl_088,efl,196198,1,105,1
efl_089,efl,197998,1,106,1
efl_090,efl,201598,1,109,1
efl_091,efl,203398,1,110,1
efl_092,efl,205199,1,111,1
efl_093,efl,206998,1,113,1
efl_094,efl,208799,1,114,1
efl_095,efl,212399,1,117,1
efl_096,efl,214199,1,119,1
efl_128,efl,282599,1,120,1
efl_129,efl,284398,1,119,1
efl_130,efl,287999,1,116,1
efl_131,efl,289798,1,115,1
efl_132,efl,291599,1,114,1
efl_133,efl,293399,1,112,1
efl_134,efl,295198,1,111,1
efl_135,efl,298798,1,109,1
efl_136,efl,300598,1,108,1
efl_137,efl,302398,1,107,1
efl_138,efl,304198,1,107,1
efl_139,efl,305998,1,106,1
efl_140,efl,309600,1,104,1
efl_141,efl,311400,1,103,1
efl_142,efl,313200,1,102,1
eoi_224,eoi,486001,1,92,1
eoi_225,eoi,487801,1,93,1
eoi_226,eoi,489601,1,95,1
eoi_227,eoi,491401,1,97,1
eoi_228,eoi,493201,1,98,1
eoi_229,eoi,496800,1,102,1
eoi_230,eoi,498602,1,103,1
eoi_231,eoi,500401,1,105,1
eoi_232,eoi,502201,1,107,1
eoi_233,eoi,504001,1,108,1
eoi_234,eoi,507601,1,112,1
eoi_235,eoi,509401,1,113,1
eoi_236,eoi,511201,1,115,1
eoi_237,eoi,513001,1,117,1
eoi_238,eoi,514802,1,118,1
eoi_239,eoi,518401,1,120,1
eoi_240,eoi,520201,1,120,1
eoi_241,eoi,522001,1,120,1
eoi_242,eoi,523802,1,120,1
eoi_243,eoi,525603,1,120,1
eoi_244,eoi,529201,1,120,1
eoi_245,eoi,531002,1,120,1
eoi_246,eoi,532804,1,120,1
eoi_247,eoi,534603,1,120,1
eoi_248,eoi,536402,1,120,1
eoi_249,eoi,540003,1,120,1
eoi_264,eoi,572401,1,119,1
eoi_265,eoi,574200,1,118,1
eoi_266,eoi,576001,1,117,1
eoi_267,eoi,577801,1,117,1
eoi_268,eoi,579601,1,116,1
eoi_269,eoi,583203,1,114,1
eoi_270,eoi,585001,1,113,1
eoi_271,eoi,586802,1,112,1
eoi_272,eoi,588600,1,112,1
eoi_273,eoi,590401,1,111,1
eoi_274,eoi,594001,1,109,1
eoi_275,eoi,595801,1,108,1
eoi_276,eoi,597601,1,107,1
eoi_277,eoi,599401,1,107,1
eoi_278,eoi,601201,1,106,1
eoi_279,eoi,604801,1,105,1
eoi_280,eoi,606601,1,104,1
eoi_281,eoi,608400,1,104,1
eoi_282,eoi,610201,1,103,1
eoi_283,eoi,612001,1,103,1
eoi_284,eoi,615602,1,102,1
eoi_285,eoi,617401,1,102,1
eoi_286,eoi,619201,1,101,1
eoi_287,eoi,621004,1,101,1
eoi_288,eoi,622802,1,100,1
eoi_289,eoi,626403,1,100,1
eoi_290,eoi,628202,1,100,1
eoi_291,eoi,630002,1,100,1
eoi_292,eoi,631803,1,100,1
eoi_293,eoi,633602,1,100,1
eoi_294,eoi,637202,1,100,1
erx_000,erx,0,2,120,1
erx_001,erx,1800,2,120,1
erx_002,erx,3600,2,120,1
erx_003,erx,5400,2,120,1
erx_004,erx,7200,2,120,1
erx_005,erx,10800,2,120,1
erx_006,erx,12600,2,120,1
erx_007,erx,21599,2,120,1
erx_008,erx,23400,2,120,1
erx_009,erx,25200,2,120,1
erx_010,erx,27000,2,120,1
erx_011,erx,28800,2,120,1
erx_012,erx,32400,2,120,1
erx_013,erx,34200,2,120,1
erx_014,erx,36000,2,120,1
erx_015,erx,37800,2,120,1
erx_016,erx,39600,2,120,1
erx_017,erx,43200,2,120,1
erx_018,erx,163800,2,117,1
erx_019,erx,165600,2,116,1
erx_020,erx,167400,2,116,1
erx_021,erx,169200,2,116,1
erx_022,erx,172799,2,115,1
erx_023,erx,174600,2,114,1
erx_024,erx,176400,2,114,1
erx_025,erx,178200,2,114,1
erx_026,erx,180000,2,113,1
erx_027,erx,183600,2,112,1
erx_028,erx,250200,2,113,1
erx_029,erx,252000,2,114,1
erx_030,erx,253800,2,114,1
erx_031,erx,255600,2,114,1
erx_032,erx,259200,2,115,1
erx_033,erx,261000,2,114,1
erx_034,erx,262800,2,113,1
erx_035,erx,264600,2,112,1
erx_036,erx,266400,2,111,1
erx_037,erx,270000,2,110,1
erx_038,erx,271800,2,109,1
erx_039,erx,280798,2,105,1
erx_040,erx,282600,2,105,1
erx_041,erx,284400,2,105,1
erx_042,erx,286200,2,105,1
erx_043,erx,288000,2,105,1
erx_044,erx,291600,2,105,1
erx_045,erx,293400,2,105,1
erx_046,erx,295200,2,105,1
erx_047,erx,297000,2,105,1
erx_048,erx,298800,2,105,1
erx_049,erx,302400,2,105,1
erx_050,erx,304200,2,106,1
erx_051,erx,306000,2,106,1
erx_052,erx,307800,2,106,1
erx_053,erx,309600,2,107,1
erx_054,erx,313200,2,108,1
erx_055,erx,315000,2,108,1
erx_056,erx,316800,2,109,1
erx_057,erx,318600,2,109,1
erx_058,erx,320400,2,109,1
erx_059,erx,324000,2,110,1
erx_060,erx,325800,2,111,1
erx_061,erx,327600,2,111,1
erx_062,erx,329400,2,111,1
erx_063,erx,331200,2,112,1
erx_064,erx,334800,2,113,1
erx_065,erx,336600,2,113,1
erx_066,erx,338400,2,114,1
erx_067,erx,340200,2,114,1
erx_068,erx,342000,2,114,1
erx_069,erx,345600,2,115,1
erx_070,erx,347400,2,114,1
erx_071,erx,349200,2,113,1
erx_072,erx,351000,2,112,1
erx_073,erx,352800,2,111,1
erx_074,erx,356400,2,110,1
erx_075,erx,358200,2,109,1
erx_076,erx,367198,2,105,1
erx_077,erx,369000,2,105,1
erx_078,erx,370800,2,105,1
erx_079,erx,372600,2,105,1
erx_080,erx,374400,2,105,1
erx_081,erx,378000,2,105,1
erx_082,erx,379800,2,105,1
