image_id,storm_id,relative_time,ocean,wind_speed,train
aja_057,aja,156602,1,30,1
aja_058,aja,163800,1,30,1
aja_059,aja,167400,1,30,1
aja_060,aja,169201,1,30,1
aja_061,aja,172801,1,30,1
aja_062,aja,174601,1,30,1
aja_063,aja,176400,1,30,1
aja_064,aja,178201,1,30,1
aja_065,aja,180000,1,30,1
aja_066,aja,183601,1,30,1
aja_067,aja,185401,1,30,1
aja_068,aja,187201,1,30,1
aja_069,aja,189001,1,30,1
aja_070,aja,190801,1,30,1
aja_071,aja,194400,1,30,1
aja_072,aja,196200,1,30,1
aja_073,aja,198001,1,30,1
aja_074,aja,199800,1,30,1
aja_075,aja,201601,1,30,1
aja_076,aja,205200,1,30,1
aja_077,aja,207001,1,30,1
aja_078,aja,208800,1,30,1
aja_079,aja,210601,1,30,1
aja_080,aja,212401,1,30,1
aja_081,aja,216001,1,30,1
aja_082,aja,217801,1,29,1
aja_083,aja,219601,1,29,1
aja_084,aja,221400,1,28,1
aja_085,aja,223201,1,28,1
aja_086,aja,226800,1,27,1
aja_087,aja,228600,1,27,1
aja_088,aja,239402,1,25,1
aja_089,aja,241202,1,25,1
aja_090,aja,243002,1,25,1
aja_091,aja,250200,1,25,1
aja_092,aja,253800,1,25,1
aja_093,aja,255601,1,25,1
aja_094,aja,259200,1,25,1
aja_095,aja,261001,1,25,1
aja_096,aja,262801,1,25,1
aja_097,aja,264601,1,25,1
aja_098,aja,266401,1,25,1
aja_099,aja,270001,1,25,1
aja_100,aja,271800,1,25,1
aja_101,aja,273600,1,25,1
aja_102,aja,275400,1,25,1
aja_103,aja,277200,1,25,1
aja_104,aja,280801,1,25,1
aja_105,aja,282601,1,25,1
aja_106,aja,284401,1,25,1
aja_107,aja,286201,1,25,1
aja_108,aja,288001,1,25,1
aja_109,aja,291602,1,25,1
aja_110,aja,293402,1,25,1
aja_111,aja,295202,1,25,1
aja_112,aja,297002,1,25,1
aja_113,aja,298802,1,25,1
aja_114,aja,302402,1,25,1
aja_115,aja,304202,1,24,1
aja_116,aja,306002,1,24,1
aja_117,aja,307802,1,23,1
aja_118,aja,309602,1,23,1
aja_119,aja,313202,1,22,1
aja_120,aja,325802,1,20,1
aja_121,aja,327602,1,20,1
aja_122,aja,329402,1,20,1
aja_123,aja,336600,1,20,1
aja_124,aja,340200,1,20,1
aja_125,aja,342000,1,20,1
aja_126,aja,345600,1,20,1
aja_127,aja,347400,1,20,1
aja_128,aja,349200,1,20,1
aja_129,aja,351001,1,20,1
aja_130,aja,352801,1,20,1
aja_131,aja,356401,1,20,1
aja_132,aja,358200,1,20,1
aja_133,aja,360000,1,20,1
aja_134,aja,361800,1,20,1
aja_135,aja,363601,1,20,1
aja_136,aja,367201,1,20,1
aja_137,aja,369001,1,20,1
aja_138,aja,370801,1,20,1
aja_139,aja,372601,1,20,1
aja_140,aja,374400,1,20,1
aja_141,aja,378002,1,20,1
aja_142,aja,379802,1,20,1
aja_143,aja,381602,1,20,1
aja_144,aja,383402,1,20,1
aja_145,aja,385202,1,20,1
aja_146,aja,388802,1,20,1
aja_147,aja,390602,1,20,1
aja_148,aja,392402,1,20,1
aja_149,aja,394202,1,20,1
aja_150,aja,396002,1,20,1
aja_151,aja,399602,1,20,1
aja_152,aja,412202,1,20,1
aja_153,aja,414002,1,20,1
aja_154,aja,415802,1,20,1
aja_155,aja,423000,1,20,1
aja_156,aja,426601,1,20,1
aja_157,aja,428401,1,20,1
aja_158,aja,432000,1,20,1
aja_159,aja,433800,1,20,1
aja_160,aja,435600,1,20,1
aja_161,aja,437400,1,20,1
aja_162,aja,439200,1,20,1
aja_163,aja,442801,1,20,1
aja_164,aja,444601,1,20,1
aja_165,aja,446400,1,20,1
aja_166,aja,448200,1,20,1
aja_167,aja,450000,1,20,1
aja_168,aja,453600,1,20,1
aja_169,aja,455400,1,19,1
aja_170,aja,457201,1,19,1
aja_171,aja,459001,1,18,1
aja_172,aja,460800,1,18,1
aja_173,aja,464402,1,17,1
aja_174,aja,466202,1,17,1
aja_175,aja,468002,1,16,1
aja_176,aja,469802,1,16,1
akq_000,akq,0,2,30,1
alq_000,alq,0,1,25,1
alq_001,alq,1800,1,25,1
alq_002,alq,3600,1,25,1
alq_003,alq,5400,1,25,1
alq_004,alq,7200,1,25,1
alq_005,alq,10800,1,25,1
alq_006,alq,12601,1,25,1
alq_007,alq,14400,1,25,1
alq_008,alq,16200,1,25,1
alq_009,alq,18000,1,25,1
alq_010,alq,21600,1,25,1
alq_011,alq,23400,1,25,1
alq_012,alq,25202,1,25,1
alq_013,alq,27000,1,25,1
alq_014,alq,28801,1,25,1
alq_015,alq,32401,1,25,1
alq_016,alq,34202,1,25,1
alq_017,alq,36001,1,25,1
alq_018,alq,37801,1,25,1
alq_019,alq,39602,1,25,1
alq_020,alq,43202,1,25,1
alq_021,alq,45001,1,26,1
alq_022,alq,46802,1,26,1
alq_023,alq,48602,1,27,1
alq_024,alq,50401,1,27,1
alq_025,alq,54002,1,28,1
alq_026,alq,55801,1,28,1
alq_027,alq,57601,1,29,1
alq_028,alq,59401,1,29,1
alq_029,alq,61201,1,30,1
alq_030,alq,64801,1,30,1
alq_031,alq,66601,1,30,1
alq_032,alq,68402,1,30,1
alq_033,alq,70201,1,30,1
alq_034,alq,72001,1,30,1
alq_035,alq,75600,1,30,1
alq_036,alq,77400,1,30,1
alq_037,alq,79199,1,30,1
alq_038,alq,81001,1,30,1
alq_039,alq,82800,1,30,1
alq_040,alq,86400,1,30,1
alq_041,alq,88200,1,30,1
alq_042,alq,90000,1,30,1
alq_043,alq,91800,1,30,1
alq_044,alq,93600,1,30,1
alq_045,alq,97200,1,30,1
alq_046,alq,99000,1,30,1
alq_047,alq,100801,1,30,1
alq_048,alq,102600,1,30,1
alq_049,alq,104400,1,30,1
alq_050,alq,108000,1,30,1
alq_051,alq,109800,1,30,1
alq_052,alq,111600,1,30,1
alq_053,alq,113400,1,30,1
alq_054,alq,115202,1,30,1
alq_055,alq,118801,1,30,1
alq_056,alq,120601,1,30,1
alq_057,alq,122402,1,30,1
alq_058,alq,124201,1,30,1
alq_059,alq,126001,1,30,1
alq_060,alq,129601,1,30,1
alq_182,alq,406801,1,30,1
alq_183,alq,410402,1,30,1
alq_184,alq,412201,1,30,1
alq_185,alq,414003,1,30,1
alq_186,alq,415801,1,30,1
alq_187,alq,417601,1,30,1
alq_188,alq,421200,1,30,1
alq_189,alq,423000,1,30,1
alq_190,alq,424800,1,30,1
alq_191,alq,426600,1,30,1
alq_192,alq,428400,1,30,1
alq_193,alq,432000,1,30,1
alq_194,alq,433801,1,30,1
alq_195,alq,435600,1,30,1
alq_196,alq,437400,1,30,1
alq_197,alq,439200,1,30,1
alq_198,alq,442800,1,30,1
alq_199,alq,444600,1,30,1
alq_200,alq,446400,1,30,1
alq_201,alq,448200,1,30,1
alq_202,alq,450002,1,30,1
alq_203,alq,453600,1,30,1
alq_204,alq,455400,1,30,1
alq_205,alq,457200,1,30,1
alq_206,alq,459000,1,30,1
alq_207,alq,460800,1,30,1
alq_208,alq,464402,1,30,1
alq_209,alq,466201,1,30,1
alq_210,alq,468001,1,30,1
alq_211,alq,469801,1,30,1
alq_212,alq,471601,1,30,1
alq_213,alq,475201,1,30,1
alq_214,alq,477001,1,29,1
alq_215,alq,478802,1,29,1
alq_216,alq,480601,1,28,1
alq_217,alq,482401,1,28,1
alq_218,alq,486003,1,27,1
alq_219,alq,487802,1,27,1
alq_220,alq,489601,1,26,1
alq_221,alq,491401,1,26,1
alq_222,alq,493202,1,25,1
alq_223,alq,496802,1,25,1
alq_224,alq,498601,1,25,1
alq_225,alq,500401,1,25,1
alq_226,alq,502202,1,25,1
alq_227,alq,504001,1,25,1
alq_228,alq,507600,1,25,1
alq_229,alq,509400,1,25,1
alq_230,alq,511200,1,25,1
alq_231,alq,513000,1,25,1
alq_232,alq,514800,1,25,1
alq_233,alq,518400,1,25,1
alq_234,alq,520200,1,25,1
alq_235,alq,522001,1,25,1
alq_236,alq,523800,1,25,1
alq_237,alq,525600,1,25,1
alq_238,alq,529200,1,25,1
alq_239,alq,531000,1,25,1
alq_240,alq,532800,1,25,1
alq_241,alq,534600,1,25,1
alq_242,alq,536402,1,25,1
alq_243,alq,540000,1,25,1
alq_244,alq,541800,1,25,1
alq_245,alq,543600,1,25,1
alq_246,alq,545400,1,25,1
alq_247,alq,547200,1,25,1
alq_248,alq,550802,1,25,1
alq_249,alq,552601,1,25,1
alq_250,alq,554401,1,25,1
alq_251,alq,556202,1,25,1
alq_252,alq,558001,1,25,1
alq_253,alq,561602,1,25,1
alq_254,alq,563401,1,25,1
alq_255,alq,565201,1,25,1
alq_256,alq,567001,1,25,1
alq_257,alq,568801,1,25,1
alq_258,alq,572401,1,25,1
amd_000,amd,0,1,26,1
amd_001,amd,1800,1,26,1
amd_002,amd,10798,1,28,1
amd_003,amd,14399,1,29,1
amd_004,amd,16198,1,30,1
amd_005,amd,19798,1,30,1
amd_006,amd,21598,1,30,1
amd_007,amd,23399,1,30,1
amd_008,amd,25198,1,30,1
amd_009,amd,26999,1,30,1
amd_010,amd,30599,1,30,1
amd_011,amd,32398,1,30,1
amd_012,amd,34199,1,30,1
amd_013,amd,35998,1,30,1
amd_014,amd,37798,1,30,1
amd_015,amd,41399,1,30,1
amd_016,amd,43198,1,30,1
amd_017,amd,44999,1,30,1
amd_018,amd,46798,1,30,1
amd_019,amd,48598,1,30,1
amd_020,amd,52200,1,30,1
amd_021,amd,54000,1,30,1
amd_022,amd,55800,1,30,1
amd_023,amd,57600,1,30,1
amd_024,amd,59400,1,30,1
amd_025,amd,63000,1,30,1
amd_026,amd,64800,1,30,1
amd_027,amd,66600,1,30,1
amd_028,amd,68400,1,30,1
amd_029,amd,70200,1,30,1
amd_030,amd,73800,1,30,1
amd_031,amd,86400,1,29,1
amd_032,amd,88200,1,29,1
amd_033,amd,97198,1,27,1
amd_034,amd,100799,1,26,1
amd_035,amd,102598,1,25,1
amd_036,amd,106198,1,25,1
amd_037,amd,107998,1,25,1
amd_038,amd,109798,1,25,1
amd_039,amd,111598,1,25,1
amd_040,amd,113399,1,25,1
amd_041,amd,116998,1,25,1
amd_042,amd,118798,1,25,1
amd_043,amd,120598,1,25,1
amd_044,amd,122398,1,25,1
amd_045,amd,124198,1,25,1
amd_046,amd,127799,1,25,1
amd_047,amd,129598,1,24,1
amd_048,amd,131399,1,24,1
amd_049,amd,133199,1,23,1
amd_050,amd,134998,1,23,1
amd_051,amd,138600,1,22,1
amd_052,amd,140400,1,22,1
amd_053,amd,142200,1,21,1
amd_054,amd,144000,1,21,1
amd_055,amd,145800,1,20,1
amd_056,amd,149400,1,20,1
amd_057,amd,151200,1,20,1
amd_058,amd,153000,1,20,1
amd_059,amd,154800,1,20,1
amd_060,amd,156600,1,20,1
amd_061,amd,160200,1,20,1
amd_062,amd,172800,1,20,1
amd_063,amd,174600,1,20,1
amd_064,amd,183599,1,20,1
amd_065,amd,187199,1,20,1
amd_066,amd,188998,1,20,1
amd_067,amd,192599,1,20,1
amd_068,amd,194398,1,20,1
amd_069,amd,196199,1,20,1
amd_070,amd,197999,1,20,1
amd_071,amd,199798,1,20,1
amd_072,amd,203398,1,20,1
amd_073,amd,205199,1,20,1
amd_074,amd,206999,1,20,1
amd_075,amd,208798,1,20,1
amd_076,amd,210599,1,20,1
amd_077,amd,214198,1,20,1
amd_078,amd,215999,1,20,1
amd_079,amd,217799,1,20,1
amd_080,amd,219599,1,20,1
amd_081,amd,221399,1,20,1
amd_082,amd,224999,1,20,1
amd_083,amd,226798,1,20,1
amd_084,amd,228599,1,20,1
amd_085,amd,230398,1,20,1
amd_086,amd,232199,1,20,1
amd_087,amd,235798,1,20,1
amd_088,amd,237598,1,20,1
amd_089,amd,239399,1,20,1
amd_090,amd,241198,1,20,1
amd_091,amd,242998,1,20,1
amd_092,amd,246598,1,20,1
amd_093,amd,248398,1,20,1
amd_094,amd,250198,1,20,1
amd_095,amd,251998,1,20,1
amd_096,amd,253799,1,20,1
amd_097,amd,259200,1,20,1
amd_098,amd,261000,1,20,1
amd_099,amd,269998,1,20,1
amd_100,amd,273599,1,20,1
amd_101,amd,275399,1,20,1
amd_102,amd,278998,1,20,1
amd_103,amd,280798,1,20,1
amd_104,amd,282598,1,20,1
amd_105,amd,284398,1,20,1
amd_106,amd,286199,1,20,1
amd_107,amd,289799,1,20,1
amd_108,amd,291598,1,20,1
amd_109,amd,293399,1,20,1
amd_110,amd,295199,1,20,1
amd_111,amd,296998,1,20,1
amd_112,amd,300599,1,20,1
amd_113,amd,302398,1,20,1
amd_114,amd,304198,1,20,1
amd_115,amd,305999,1,20,1
amd_116,amd,307798,1,20,1
amd_117,amd,311400,1,20,1
amd_118,amd,313200,1,20,1
amd_119,amd,315000,1,20,1
amd_120,amd,316800,1,20,1
amd_121,amd,318600,1,20,1
amd_122,amd,322200,1,20,1
amd_123,amd,324000,1,20,1
amd_124,amd,325800,1,20,1
amd_125,amd,327601,1,20,1
amd_126,amd,329400,1,20,1
amd_127,amd,333000,1,20,1
amd_128,amd,345600,1,20,1
amd_129,amd,347400,1,20,1
amd_130,amd,356398,1,20,1
amd_131,amd,359999,1,20,1
amd_132,amd,361798,1,20,1
amd_133,amd,365399,1,20,1
amd_134,amd,367199,1,20,1
amd_135,amd,368999,1,20,1
amd_136,amd,370798,1,20,1
amd_137,amd,372598,1,20,1
amd_138,amd,376198,1,20,1
amd_139,amd,377998,1,20,1
amd_140,amd,379798,1,20,1
amd_141,amd,381599,1,20,1
amd_142,amd,383399,1,20,1
amd_143,amd,386999,1,20,1
amd_144,amd,388799,1,20,1
amd_145,amd,390599,1,20,1
amd_146,amd,392399,1,20,1
amd_147,amd,394199,1,20,1
amn_000,amn,0,2,30,1
amn_267,amn,626399,2,30,1
amn_268,amn,628200,2,30,1
amn_269,amn,630000,2,30,1
amn_270,amn,631800,2,30,1
amn_271,amn,633600,2,30,1
amn_272,amn,637199,2,30,1
amn_273,amn,639007,2,30,1
amn_274,amn,640801,2,30,1
amn_275,amn,642602,2,30,1
amn_276,amn,644399,2,30,1
amn_277,amn,648000,2,30,1
amn_278,amn,649800,2,29,1
amn_279,amn,651600,2,29,1
amn_280,amn,653400,2,29,1
amn_281,amn,655200,2,28,1
amn_282,amn,658800,2,27,1
amn_283,amn,660600,2,27,1
amn_284,amn,662400,2,26,1
amn_285,amn,664200,2,26,1
amn_286,amn,666001,2,26,1
amn_287,amn,669600,2,25,1
amn_288,amn,671401,2,25,1
amn_289,amn,673201,2,25,1
amn_290,amn,675001,2,25,1
amn_291,amn,676801,2,25,1
amn_292,amn,680401,2,25,1
amn_293,amn,682201,2,25,1
amn_294,amn,684001,2,25,1
amn_295,amn,685801,2,25,1
amn_296,amn,687601,2,25,1
amn_297,amn,691200,2,25,1
amn_298,amn,693001,2,25,1
amn_299,amn,694801,2,25,1
amn_300,amn,696601,2,25,1
amn_301,amn,698401,2,25,1
amn_302,amn,702001,2,25,1
amn_303,amn,703801,2,25,1
amn_304,amn,705601,2,25,1
amn_305,amn,707401,2,25,1
amn_306,amn,709203,2,25,1
amn_307,amn,712800,2,25,1
amn_308,amn,714600,2,25,1
amn_309,amn,716400,2,25,1
amn_310,amn,718200,2,25,1
amn_311,amn,719999,2,25,1
amn_312,amn,723599,2,25,1
amn_313,amn,725400,2,25,1
amn_314,amn,727202,2,25,1
amw_000,amw,0,2,25,1
amw_001,amw,1800,2,26,1
amw_002,amw,3600,2,26,1
amw_003,amw,5400,2,26,1
amw_004,amw,7200,2,27,1
ang_000,ang,0,2,30,1
ang_001,ang,3600,2,30,1
ang_002,ang,7200,2,30,1
ang_003,ang,10800,2,30,1
ang_004,ang,14400,2,30,1
ang_005,ang,17999,2,30,1
ang_006,ang,21599,2,30,1
ang_007,ang,25199,2,30,1
ang_008,ang,28799,2,30,1
ang_009,ang,32399,2,30,1
ang_010,ang,35999,2,30,1
ang_011,ang,39599,2,30,1
ang_012,ang,43199,2,30,1
ang_013,ang,46799,2,30,1
ang_014,ang,50399,2,30,1
ang_015,ang,53999,2,30,1
ang_016,ang,57599,2,30,1
ang_017,ang,64797,2,30,1
ang_018,ang,68397,2,30,1
aoe_000,aoe,0,1,30,1
aoe_001,aoe,3600,1,30,1
aoe_002,aoe,7200,1,30,1
aoe_003,aoe,10800,1,30,1
aoe_004,aoe,14400,1,30,1
aoe_005,aoe,18000,1,30,1
aoe_006,aoe,21600,1,30,1
aoe_007,aoe,25200,1,30,1
aoe_008,aoe,28800,1,30,1
aoe_009,aoe,32400,1,30,1
aoe_010,aoe,36000,1,30,1
aoe_011,aoe,39600,1,30,1
aoe_036,aoe,129601,1,30,1
aoe_037,aoe,133201,1,30,1
aoe_038,aoe,136801,1,30,1
aoe_039,aoe,140401,1,30,1
aoe_040,aoe,144001,1,30,1
aoe_041,aoe,147601,1,30,1
aoe_042,aoe,151201,1,25,1
aoe_043,aoe,154801,1,25,1
aoe_044,aoe,158401,1,25,1
aoe_045,aoe,162001,1,25,1
aoe_046,aoe,165601,1,25,1
aoe_047,aoe,169201,1,25,1
aoe_048,aoe,172801,1,20,1
aoe_049,aoe,176401,1,20,1
aoe_050,aoe,180001,1,20,1
aoe_051,aoe,183601,1,20,1
aoe_052,aoe,187201,1,20,1
aoe_053,aoe,190801,1,20,1
aoe_054,aoe,194401,1,20,1
aoe_055,aoe,198001,1,20,1
aoe_056,aoe,201601,1,20,1
aoe_057,aoe,205201,1,20,1
aoe_058,aoe,208801,1,20,1
aoe_059,aoe,212401,1,20,1
aoe_060,aoe,216001,1,15,1
aoe_061,aoe,219601,1,15,1
aoe_062,aoe,223201,1,15,1
aoe_063,aoe,226801,1,15,1
aoe_064,aoe,230401,1,15,1
aoe_065,aoe,234001,1,15,1
aoe_066,aoe,237602,1,15,1
aoe_067,aoe,241201,1,15,1
aox_000,aox,0,2,30,1
aox_001,aox,1800,2,30,1
aox_002,aox,3600,2,30,1
aph_000,aph,0,2,30,1
aph_082,aph,237600,2,30,1
aph_083,aph,239400,2,29,1
aph_084,aph,241200,2,28,1
aph_085,aph,243000,2,27,1
aph_086,aph,244800,2,26,1
aph_087,aph,248400,2,25,1
aph_088,aph,250200,2,24,1
aph_089,aph,252000,2,23,1
aph_090,aph,253800,2,22,1
aph_091,aph,255600,2,21,1
aph_092,aph,259200,2,20,1
aph_093,aph,261000,2,20,1
aph_094,aph,262800,2,20,1
aph_095,aph,264600,2,20,1
aph_096,aph,266400,2,20,1
aph_097,aph,270000,2,20,1
aph_098,aph,271800,2,20,1
atz_000,atz,0,2,30,1
atz_038,atz,108001,2,30,1
atz_039,atz,109801,2,30,1
atz_040,atz,111601,2,30,1
atz_041,atz,113401,2,30,1
atz_042,atz,115201,2,30,1
atz_043,atz,118802,2,30,1
atz_044,atz,120609,2,30,1
atz_045,atz,122401,2,30,1
atz_046,atz,124201,2,30,1
atz_047,atz,126008,2,30,1
atz_048,atz,129602,2,30,1
atz_049,atz,131402,2,30,1
atz_050,atz,133202,2,30,1
atz_051,atz,135002,2,30,1
atz_052,atz,136802,2,30,1
atz_053,atz,140402,2,30,1
atz_054,atz,142202,2,30,1
atz_055,atz,144002,2,30,1
atz_056,atz,145802,2,30,1
atz_057,atz,147602,2,30,1
atz_058,atz,151202,2,30,1
atz_059,atz,153002,2,30,1
atz_060,atz,154802,2,30,1
atz_061,atz,156602,2,30,1
atz_062,atz,158402,2,30,1
atz_063,atz,162001,2,30,1
atz_064,atz,172801,2,30,1
atz_065,atz,174601,2,29,1
atz_066,atz,176401,2,29,1
atz_067,atz,185400,2,27,1
atz_068,atz,187201,2,26,1
atz_069,atz,189001,2,26,1
atz_070,atz,190801,2,26,1
atz_071,atz,194400,2,25,1
atz_072,atz,196200,2,25,1
atz_073,atz,198001,2,25,1
atz_074,atz,199801,2,25,1
atz_075,atz,201601,2,25,1
atz_076,atz,205201,2,25,1
atz_077,atz,207001,2,25,1
atz_078,atz,208801,2,25,1
atz_079,atz,210601,2,25,1
atz_080,atz,212402,2,25,1
atz_081,atz,216002,2,25,1
atz_082,atz,217802,2,25,1
atz_083,atz,219602,2,25,1
atz_084,atz,221402,2,25,1
atz_085,atz,223202,2,25,1
atz_086,atz,226802,2,25,1
atz_087,atz,228602,2,25,1
atz_088,atz,230402,2,25,1
atz_089,atz,232202,2,25,1
atz_090,atz,234002,2,25,1
atz_091,atz,237602,2,25,1
avn_000,avn,0,2,25,1
avn_080,avn,324000,2,30,1
avn_081,avn,325800,2,29,1
avn_082,avn,327600,2,29,1
avn_083,avn,329400,2,29,1
avn_084,avn,331200,2,28,1
avn_085,avn,334800,2,27,1
avn_086,avn,336600,2,27,1
avn_087,avn,338400,2,26,1
awy_000,awy,0,1,30,1
awy_124,awy,324002,1,30,1
awy_125,awy,325802,1,29,1
awy_126,awy,327602,1,29,1
awy_127,awy,329402,1,28,1
awy_128,awy,336600,1,27,1
awy_129,awy,338400,1,26,1
awy_130,awy,340200,1,26,1
awy_131,awy,342001,1,25,1
awy_132,awy,345600,1,25,1
awy_133,awy,347400,1,24,1
awy_134,awy,349201,1,24,1
awy_135,awy,351000,1,23,1
awy_136,awy,352800,1,23,1
awy_137,awy,356401,1,22,1
aya_000,aya,0,2,26,1
aya_001,aya,1800,2,26,1
aya_002,aya,14400,2,29,1
aya_003,aya,16200,2,29,1
aya_004,aya,19800,2,30,1
aya_005,aya,21600,2,30,1
aya_006,aya,23400,2,30,1
aya_007,aya,25200,2,30,1
aya_008,aya,27000,2,30,1
aya_009,aya,30600,2,30,1
aya_010,aya,32400,2,30,1
aya_011,aya,34200,2,30,1
aya_012,aya,36000,2,30,1
aya_013,aya,37801,2,30,1
aya_014,aya,41401,2,30,1
aya_015,aya,43201,2,30,1
aya_016,aya,45001,2,30,1
aya_017,aya,46801,2,30,1
aya_018,aya,48601,2,30,1
aya_019,aya,52201,2,30,1
ayj_000,ayj,0,1,20,1
ayj_001,ayj,3600,1,20,1
ayj_002,ayj,7200,1,20,1
ayj_003,ayj,10800,1,20,1
ayj_004,ayj,14400,1,20,1
ayj_005,ayj,18000,1,20,1
ayj_006,ayj,21600,1,20,1
ayj_007,ayj,25200,1,20,1
ayj_008,ayj,28800,1,20,1
ayj_009,ayj,32400,1,20,1
ayj_010,ayj,36000,1,20,1
ayj_011,ayj,39600,1,20,1
ayj_012,ayj,43200,1,20,1
ayj_013,ayj,46800,1,20,1
ayj_014,ayj,50400,1,20,1
ayj_015,ayj,54000,1,20,1
ayj_016,ayj,57600,1,20,1
ayj_017,ayj,61200,1,20,1
ayj_018,ayj,64800,1,20,1
ayj_019,ayj,68400,1,20,1
ayj_020,ayj,72000,1,20,1
ayj_021,ayj,75600,1,20,1
