image_id,storm_id,relative_time,ocean,wind_speed,category,category_fold
xjo_353,xjo,766801,1,45,1,0
res_014,res,30602,1,48,1,0
llm_031,llm,88200,2,61,1,0
eih_083,eih,217799,1,49,1,0
jlj_048,jlj,104400,2,52,1,0
fay_078,fay,280801,2,50,1,0
jhp_096,jhp,208798,1,59,1,0
cti_025,cti,53999,1,61,1,0
upx_231,upx,500401,1,38,1,0
eck_192,eck,531000,2,61,1,0
wvi_017,wvi,35999,1,46,1,0
mlf_105,mlf,228600,1,45,1,0
umz_066,umz,136799,1,45,1,0
ztb_126,ztb,275400,1,60,1,0
lmb_000,lmb,0,2,42,1,0
sxb_324,sxb,1015198,2,55,1,0
ywf_127,ywf,359999,1,40,1,0
ydl_049,ydl,102602,1,40,1,0
dzw_224,dzw,628201,1,46,1,0
idp_086,idp,210600,2,54,1,0
wap_031,wap,75600,1,43,1,0
eoi_456,eoi,990003,1,60,1,0
vfc_065,vfc,140400,1,42,1,0
amn_173,amn,423001,2,55,1,0
rbe_024,rbe,50401,1,47,1,0
qvw_035,qvw,252000,2,44,1,0
crw_064,crw,174599,1,46,1,0
okk_047,okk,100802,1,55,1,0
erd_040,erd,144001,2,45,1,0
rbe_014,rbe,28800,1,39,1,0
hww_069,hww,187201,1,56,1,0
rkw_189,rkw,500402,2,40,1,0
rfh_026,rfh,55801,2,41,1,0
vfc_029,vfc,61199,1,45,1,0
utr_074,utr,161999,1,43,1,0
upx_037,upx,79201,1,45,1,0
vkb_166,vkb,358201,2,42,1,0
cqv_112,cqv,241201,1,40,1,0
wvi_032,wvi,68400,1,54,1,0
nrf_047,nrf,100802,1,40,1,0
csd_058,csd,154800,2,45,1,0
kxo_029,kxo,61202,1,49,1,0
yab_168,yab,363604,2,45,1,0
xtd_273,xtd,588600,1,45,1,0
yfn_058,yfn,167401,2,50,1,0
woz_128,woz,275401,1,40,1,0
hww_065,hww,178200,1,58,1,0
cti_249,cti,536400,1,46,1,0
zgr_107,zgr,232199,1,51,1,0
jrt_085,jrt,183602,1,45,1,0
wbb_158,wbb,347400,1,59,1,0
eml_089,eml,192599,1,45,1,0
toz_063,toz,399600,2,42,1,0
qzi_094,qzi,338401,1,55,1,0
zzp_064,zzp,167400,1,55,1,0
qpq_320,qpq,705601,1,61,1,0
utl_197,utl,478800,1,44,1,0
tnj_031,tnj,306000,2,39,1,0
vye_075,vye,162000,1,38,1,0
efl_201,efl,440998,1,47,1,0
csd_166,csd,401400,2,45,1,0
xgr_133,xgr,307802,1,53,1,0
qpq_146,qpq,316800,1,39,1,0
lac_042,lac,151197,2,45,1,0
qpq_311,qpq,685801,1,49,1,0
yjk_077,yjk,277199,2,45,1,0
zgr_030,zgr,66599,1,46,1,0
wbb_171,wbb,374400,1,51,1,0
evt_039,evt,167400,2,58,1,0
psz_511,psz,1234801,2,45,1,0
dvh_172,dvh,374400,1,55,1,0
vfx_109,vfx,392404,1,60,1,0
qpq_307,qpq,666001,1,46,1,0
uwv_135,uwv,324000,2,60,1,0
kaz_026,kaz,99000,2,54,1,0
qxu_164,qxu,360000,2,50,1,0
eoi_480,eoi,1044003,1,58,1,0
utl_179,utl,439199,1,56,1,0
hww_077,hww,205201,1,55,1,0
ywf_032,ywf,88200,1,45,1,0
rbe_016,rbe,34202,1,42,1,0
hht_034,hht,90000,1,44,1,0
lir_011,lir,39600,2,50,1,0
gtn_109,gtn,392389,2,55,1,0
ztb_078,ztb,172799,1,55,1,0
wbb_174,wbb,381599,1,47,1,0
ohj_028,ohj,59399,1,45,1,0
gme_130,gme,280801,1,45,1,0
zic_020,zic,43199,2,44,1,0
dhv_031,dhv,79200,1,45,1,0
res_002,res,5401,1,38,1,0
bkh_181,bkh,460802,1,40,1,0
qzd_132,qzd,284401,1,55,1,0
dti_071,dti,185401,2,45,1,0
pbk_029,pbk,61199,2,45,1,0
mhi_020,mhi,61201,2,40,1,0
vxf_229,vxf,493201,1,51,1,0
vfp_005,vfp,10800,2,50,1,0
phw_047,phw,99001,1,45,1,0
ijc_253,ijc,547199,1,48,1,0
eck_052,eck,165600,2,59,1,0
fay_085,fay,306001,2,45,1,0
gst_120,gst,351000,2,60,1,0
kqu_047,kqu,100800,1,38,1,0
pfe_056,pfe,201601,1,40,1,0
wap_184,wap,467998,1,51,1,0
ssq_108,ssq,388802,1,40,1,0
wsy_453,wsy,988201,1,56,1,0
xgr_102,xgr,234002,1,55,1,0
sqi_018,sqi,57598,1,39,1,0
azb_023,azb,70200,2,45,1,0
llm_106,llm,314999,2,50,1,0
zic_038,zic,82800,2,50,1,0
rxi_047,rxi,118801,1,43,1,0
zgr_169,zgr,367197,1,45,1,0
amw_027,amw,79200,2,54,1,0
ydl_236,ydl,496800,1,45,1,0
vfx_143,vfx,514805,1,50,1,0
ota_042,ota,109800,1,44,1,0
amn_079,amn,169201,2,49,1,0
hfh_015,hfh,54001,1,40,1,0
ise_111,ise,239397,1,42,1,0
xmt_076,xmt,208797,2,55,1,0
mhm_008,mhm,34199,2,40,1,0
kqu_090,kqu,196200,1,61,1,0
cna_088,cna,189000,2,45,1,0
hht_188,hht,513000,1,51,1,0
erd_131,erd,471604,2,55,1,0
llm_111,llm,325800,2,50,1,0
qim_046,qim,113402,1,50,1,0
soo_200,soo,442800,1,53,1,0
ise_109,ise,233998,1,39,1,0
gic_231,gic,889203,2,55,1,0
fns_065,fns,226800,2,57,1,0
hlt_121,hlt,309600,2,38,1,0
ggy_014,ggy,26998,1,38,1,0
tkb_186,tkb,401398,1,51,1,0
csd_162,csd,392400,2,45,1,0
ipa_426,ipa,921599,1,45,1,0
lqy_065,lqy,140399,2,50,1,0
zzp_051,zzp,140398,1,53,1,0
sth_076,sth,163802,2,45,1,0
gxi_053,gxi,113401,2,59,1,0
vib_118,vib,351000,2,56,1,0
blz_001,blz,1800,2,50,1,0
gme_114,gme,244801,1,42,1,0
oey_037,oey,99001,1,38,1,0
ezh_066,ezh,216001,2,40,1,0
ojw_178,ojw,385200,1,47,1,0
okk_015,okk,32402,1,38,1,0
vxf_110,vxf,237600,1,60,1,0
ike_036,ike,90000,2,52,1,0
zic_015,zic,32399,2,41,1,0
gkf_104,gkf,223199,2,57,1,0
yab_218,yab,471599,2,40,1,0
qzi_108,qzi,388801,1,55,1,0
hrw_041,hrw,111600,1,46,1,0
vlo_039,vlo,97200,1,45,1,0
wsy_095,wsy,207001,1,57,1,0
dzw_364,dzw,1027799,1,57,1,0
abs_003,abs,17999,2,52,1,0
hmv_096,hmv,212399,1,60,1,0
ilk_066,ilk,237598,1,60,1,0
kup_006,kup,12600,1,42,1,0
mtw_175,mtw,379801,1,45,1,0
dgz_038,dgz,81000,1,48,1,0
psz_461,psz,1125000,2,50,1,0
cva_063,cva,252001,2,45,1,0
lqy_049,lqy,104400,2,50,1,0
qks_029,qks,61201,2,44,1,0
dky_054,dky,201599,2,50,1,0
xtt_019,xtt,39598,2,55,1,0
xgr_140,xgr,320401,1,50,1,0
ztb_232,ztb,504000,1,61,1,0
ugc_044,ugc,93600,1,45,1,0
tkb_112,tkb,241198,1,40,1,0
yab_125,yab,271800,2,38,1,0
vkb_027,vkb,57601,2,52,1,0
kqf_085,kqf,322199,2,39,1,0
cnn_065,cnn,140401,2,45,1,0
hep_023,hep,82801,1,45,1,0
mfm_157,mfm,435600,1,44,1,0
ymo_035,ymo,90000,1,55,1,0
znw_080,znw,172800,1,50,1,0
rfh_053,rfh,113401,2,55,1,0
cph_020,cph,43199,2,48,1,0
zms_001,zms,1800,2,46,1,0
eih_025,eih,66599,1,56,1,0
eoi_381,eoi,824403,1,60,1,0
cqv_053,cqv,113400,1,38,1,0
gst_130,gst,372601,2,61,1,0
xkm_016,xkm,34199,1,58,1,0
vsc_057,vsc,205200,1,45,1,0
ist_053,ist,126000,1,40,1,0
fcr_398,fcr,860401,1,60,1,0
awy_092,awy,241202,1,45,1,0
ijc_278,ijc,601199,1,40,1,0
ylm_055,ylm,140401,1,45,1,0
mfm_050,mfm,145798,1,44,1,0
jrt_142,jrt,307801,1,40,1,0
xat_070,xat,255601,2,50,1,0
csd_106,csd,262800,2,51,1,0
moa_037,moa,79201,2,49,1,0
csd_122,csd,302400,2,55,1,0
qss_052,qss,111599,1,48,1,0
jkh_042,jkh,134999,2,50,1,0
ojw_220,ojw,475201,1,40,1,0
acd_057,acd,136798,1,49,1,0
ztb_072,ztb,158399,1,55,1,0
amn_205,amn,491400,2,41,1,0
cna_036,cna,77400,2,42,1,0
rib_098,rib,212398,1,60,1,0
vsc_093,vsc,334801,1,60,1,0
ibx_057,ibx,122402,1,45,1,0
sdt_175,sdt,379802,1,44,1,0
uua_040,uua,91801,2,41,1,0
gtn_014,gtn,50400,2,40,1,0
fpa_050,fpa,135001,1,38,1,0
gxi_017,gxi,36000,2,47,1,0
dvh_217,dvh,471601,1,50,1,0
bcf_073,bcf,158401,1,40,1,0
tmv_173,tmv,576000,2,51,1,0
ydl_223,ydl,469802,1,39,1,0
fna_318,fna,687600,1,60,1,0
xmt_125,xmt,314997,2,45,1,0
hcg_024,hcg,52203,2,53,1,0
ise_234,ise,503997,1,61,1,0
xjo_307,xjo,664197,1,51,1,0
buv_122,buv,298799,1,52,1,0
vtw_065,vtw,622799,1,55,1,0
gkf_372,gkf,802799,2,55,1,0
ise_249,ise,536400,1,46,1,0
xjo_349,xjo,755998,1,45,1,0
xhj_031,xhj,86400,1,51,1,0
qzi_106,qzi,381601,1,55,1,0
ugc_038,ugc,81001,1,44,1,0
zms_022,zms,48598,2,58,1,0
amn_130,amn,282600,2,49,1,0
lac_175,lac,640797,2,45,1,0
mtw_235,mtw,511201,1,45,1,0
gkf_048,gkf,102600,2,55,1,0
fay_088,fay,316802,2,45,1,0
gic_404,gic,1512005,2,55,1,0
sth_063,sth,135001,2,45,1,0
cva_121,cva,410400,2,55,1,0
psz_550,psz,1321201,2,44,1,0
qki_333,qki,725402,1,55,1,0
vfx_104,vfx,374404,1,55,1,0
vfl_056,vfl,156600,2,44,1,0
azb_054,azb,136799,2,57,1,0
bkh_343,bkh,869401,1,40,1,0
csd_111,csd,273600,2,54,1,0
jjw_011,jjw,23399,1,50,1,0
agl_121,agl,496802,2,42,1,0
gic_338,gic,1274404,2,50,1,0
sha_093,sha,199801,2,51,1,0
vzn_010,vzn,21600,2,40,1,0
csd_062,csd,163800,2,45,1,0
kza_094,kza,260999,1,40,1,0
pau_015,pau,32402,1,59,1,0
gic_156,gic,561603,2,45,1,0
yab_161,yab,349200,2,45,1,0
xjo_473,xjo,1025999,1,40,1,0
yjk_066,yjk,237600,2,45,1,0
wbb_102,wbb,219599,1,60,1,0
woc_091,woc,197999,1,56,1,0
rxi_036,rxi,93599,1,40,1,0
ing_077,ing,165600,1,59,1,0
mfm_065,mfm,178200,1,58,1,0
fna_342,fna,741601,1,58,1,0
yfn_073,yfn,199800,2,56,1,0
gst_123,gst,358200,2,60,1,0
wvi_015,wvi,32399,1,45,1,0
sse_034,sse,91801,1,42,1,0
qxu_054,qxu,115199,2,44,1,0
mtw_207,mtw,448200,1,45,1,0
ltf_051,ltf,125999,1,55,1,0
yyj_036,yyj,77399,1,45,1,0
rhy_117,rhy,342000,2,44,1,0
cki_151,cki,432000,1,38,1,0
rdc_185,rdc,855000,2,49,1,0
kqu_052,kqu,111600,1,41,1,0
fns_044,fns,180000,2,57,1,0
vtw_049,vtw,588597,1,58,1,0
unp_056,unp,201601,1,40,1,0
vtw_048,vtw,586798,1,59,1,0
rib_084,rib,183598,1,58,1,0
lac_096,lac,352795,2,50,1,0
cjz_046,cjz,158401,2,59,1,0
ztb_007,ztb,14400,1,41,1,0
fgi_047,fgi,100799,1,39,1,0
ing_266,ing,576000,1,61,1,0
znw_050,znw,107999,1,40,1,0
avn_025,avn,172800,2,40,1,0
cna_035,cna,75600,2,41,1,0
ezh_164,ezh,444600,2,46,1,0
toz_061,toz,394200,2,44,1,0
pbl_070,pbl,151197,1,45,1,0
vkb_140,vkb,302401,2,40,1,0
rer_040,rer,86400,1,57,1,0
ing_410,ing,887399,1,45,1,0
dwc_244,dwc,586799,1,44,1,0
tgs_052,tgs,151199,1,40,1,0
xmt_034,xmt,118797,2,48,1,0
dce_102,dce,367198,2,60,1,0
xmt_079,xmt,215997,2,55,1,0
zny_145,zny,306002,1,51,1,0
kfs_005,kfs,10800,2,45,1,0
ugc_047,ugc,100801,1,45,1,0
zny_257,zny,547202,1,55,1,0
hrw_083,hrw,223199,1,42,1,0
fcr_528,fcr,1144800,1,39,1,0
dxx_010,dxx,32400,2,41,1,0
qki_311,qki,675002,1,60,1,0
pxi_071,pxi,153002,1,40,1,0
idp_027,idp,82800,2,45,1,0
oup_035,oup,75600,1,38,1,0
pvj_242,pvj,523802,1,45,1,0
kxm_062,kxm,133201,1,51,1,0
xmt_031,xmt,111597,2,46,1,0
znw_059,znw,125999,1,45,1,0
xkm_095,xkm,226801,1,44,1,0
rxi_103,rxi,273600,1,45,1,0
zkg_036,zkg,77400,1,57,1,0
agl_033,agl,289801,2,50,1,0
blq_210,blq,563399,1,42,1,0
afs_000,afs,0,2,45,1,0
ise_254,ise,547198,1,41,1,0
dti_070,dti,183601,2,45,1,0
kza_098,kza,270000,1,40,1,0
ltf_053,ltf,131399,1,55,1,0
snk_155,snk,433800,1,60,1,0
ipa_409,ipa,885600,1,45,1,0
cva_054,cva,232199,2,45,1,0
cjz_031,cjz,126000,2,47,1,0
mkf_148,mkf,532794,1,50,1,0
hfh_101,hfh,363589,1,55,1,0
fcr_115,fcr,248400,1,48,1,0
vib_015,vib,32399,2,38,1,0
nrf_072,nrf,154800,1,39,1,0
ffk_058,ffk,124200,1,45,1,0
bvg_073,bvg,185401,1,38,1,0
fna_136,fna,295202,1,53,1,0
pau_030,pau,64802,1,61,1,0
cva_105,cva,374399,2,52,1,0
ymo_017,ymo,41398,1,41,1,0
jwn_015,jwn,32401,1,38,1,0
lac_048,lac,172797,2,45,1,0
hww_046,hww,118801,1,51,1,0
uqg_010,uqg,21600,2,47,1,0
moa_034,moa,72001,2,47,1,0
fna_305,fna,660601,1,58,1,0
pjw_016,pjw,45002,1,54,1,0
ist_028,ist,68401,1,40,1,0
woc_167,woc,361798,1,38,1,0
yry_229,yry,838794,2,60,1,0
xmt_069,xmt,194397,2,55,1,0
dkb_016,dkb,34201,2,59,1,0
hoo_050,hoo,154800,2,39,1,0
hkz_030,hkz,108000,2,55,1,0
jrt_129,jrt,280801,1,40,1,0
bkf_135,bkf,313200,2,55,1,0
kzi_010,kzi,21601,2,46,1,0
cva_124,cva,415800,2,55,1,0
fpc_026,fpc,257400,2,56,1,0
hrw_099,hrw,259200,1,45,1,0
csd_019,csd,66600,2,41,1,0
dsc_043,dsc,100801,2,44,1,0
idp_030,idp,90000,2,45,1,0
ugc_041,ugc,88200,1,45,1,0
ptk_096,ptk,264600,1,40,1,0
pbk_028,pbk,59400,2,45,1,0
csd_078,csd,201600,2,46,1,0
qxu_069,qxu,147605,2,44,1,0
lac_087,lac,320394,2,40,1,0
bvg_077,bvg,194401,1,40,1,0
uua_045,uua,109799,2,46,1,0
rhy_144,rhy,478801,2,43,1,0
jht_015,jht,88200,2,55,1,0
dwc_189,dwc,444600,1,58,1,0
pyi_028,pyi,59401,1,40,1,0
dpc_076,dpc,163801,1,48,1,0
psz_012,psz,25201,2,41,1,0
sha_128,sha,275401,2,59,1,0
awy_082,awy,210602,1,50,1,0
hlt_039,hlt,82801,2,45,1,0
ise_113,ise,242997,1,43,1,0
eml_068,eml,145799,1,52,1,0
ijc_256,ijc,554398,1,46,1,0
vye_155,vye,340200,1,55,1,0
cqv_021,cqv,45001,1,41,1,0
tmv_181,tmv,594000,2,40,1,0
xjo_302,xjo,653398,1,53,1,0
wff_022,wff,46798,2,39,1,0
hlt_091,hlt,217799,2,44,1,0
xgr_114,xgr,261000,1,55,1,0
ity_055,ity,161999,2,40,1,0
hfh_036,hfh,129602,1,55,1,0
pbl_101,pbl,219597,1,46,1,0
agl_065,agl,367200,2,38,1,0
jrt_139,jrt,302401,1,40,1,0
hqw_054,hqw,194401,2,60,1,0
lac_047,lac,169197,2,45,1,0
xhj_027,xhj,66600,1,43,1,0
orp_015,orp,32401,2,45,1,0
mtw_171,mtw,370800,1,45,1,0
soo_062,soo,138600,1,41,1,0
pyi_078,pyi,169200,1,50,1,0
dky_077,dky,252000,2,45,1,0
hht_179,hht,477001,1,51,1,0
agl_027,agl,277200,2,50,1,0
tmx_169,tmx,430200,1,44,1,0
utr_081,utr,176399,1,45,1,0
gkf_082,gkf,176400,2,46,1,0
wlz_073,wlz,156600,2,50,1,0
hsq_034,hsq,131401,1,56,1,0
rdc_189,rdc,864000,2,46,1,0
gic_407,gic,1522805,2,55,1,0
ysd_035,ysd,126001,2,45,1,0
bkf_027,bkf,59400,2,47,1,0
jkh_043,jkh,136799,2,50,1,0
mfu_057,mfu,122401,1,55,1,0
ycb_034,ycb,75601,2,40,1,0
ipa_407,ipa,880200,1,44,1,0
mtw_230,mtw,500401,1,45,1,0
hrw_109,hrw,293399,1,53,1,0
vkb_168,vkb,361800,2,41,1,0
ztb_059,ztb,131401,1,55,1,0
hht_143,hht,381601,1,45,1,0
ing_283,ing,612002,1,60,1,0
ing_078,ing,167400,1,59,1,0
ipa_408,ipa,882000,1,45,1,0
qdh_035,qdh,79201,2,39,1,0
yyj_060,yyj,129598,1,40,1,0
toz_079,toz,433800,2,39,1,0
vkb_260,vkb,561602,2,50,1,0
rxi_086,rxi,219601,1,54,1,0
mtw_134,mtw,291602,1,48,1,0
vkb_033,vkb,70201,2,56,1,0
hht_065,hht,176400,1,55,1,0
ftb_070,ftb,252001,2,40,1,0
mtw_267,mtw,579603,1,40,1,0
qpq_287,qpq,620999,1,61,1,0
kxm_006,kxm,12602,1,42,1,0
cqv_092,cqv,198000,1,40,1,0
meg_222,meg,707400,2,52,1,0
cym_032,cym,68399,1,40,1,0
pbl_149,pbl,323996,1,45,1,0
fna_367,fna,795600,1,50,1,0
tkb_133,tkb,286200,1,42,1,0
qzd_092,qzd,198001,1,55,1,0
vfl_027,vfl,57601,2,49,1,0
xtd_043,xtd,91802,1,60,1,0
dvh_186,dvh,405001,1,55,1,0
cjz_013,cjz,48600,2,40,1,0
csd_099,csd,248400,2,50,1,0
gic_189,gic,680403,2,45,1,0
pfe_048,pfe,172801,1,40,1,0
xtd_282,xtd,608400,1,42,1,0
ilk_037,ilk,133198,1,40,1,0
zzp_072,zzp,190800,1,55,1,0
hqw_252,hqw,907205,2,60,1,0
vhn_045,vhn,237600,2,55,1,0
oup_038,oup,81000,1,39,1,0
pvj_257,pvj,556200,1,38,1,0
kdy_021,kdy,45001,1,45,1,0
vfl_064,vfl,174600,2,40,1,0
xjo_361,xjo,782999,1,43,1,0
dzw_282,dzw,792001,1,50,1,0
ipa_053,ipa,113401,1,58,1,0
mfu_128,mfu,275401,1,51,1,0
mfu_120,mfu,259200,1,58,1,0
eih_014,eih,43199,1,50,1,0
eih_009,eih,27000,1,40,1,0
ing_396,ing,856800,1,39,1,0
soo_212,soo,468000,1,42,1,0
zgr_047,zgr,102598,1,54,1,0
iag_044,iag,97200,1,55,1,0
fhl_071,fhl,162000,1,58,1,0
eoi_446,eoi,968402,1,60,1,0
vsc_026,vsc,93600,1,45,1,0
utl_193,utl,469801,1,46,1,0
vrx_022,vrx,79201,1,45,1,0
blq_255,blq,676800,1,51,1,0
hmv_182,hmv,401398,1,52,1,0
kfs_032,kfs,109799,2,61,1,0
csd_108,csd,266400,2,52,1,0
orp_045,orp,97201,2,50,1,0
qss_045,qss,97199,1,45,1,0
pxi_066,pxi,142201,1,38,1,0
xkm_012,xkm,25199,1,53,1,0
zny_285,zny,606601,1,56,1,0
oup_201,oup,435600,1,39,1,0
pvj_020,pvj,43201,1,53,1,0
kdy_023,kdy,50401,1,45,1,0
alq_152,alq,340200,1,46,1,0
vfl_044,vfl,93602,2,55,1,0
rkw_148,rkw,399602,2,40,1,0
mfu_127,mfu,273601,1,52,1,0
zmi_035,zmi,75601,1,53,1,0
ity_053,ity,156599,2,40,1,0
cna_034,cna,73800,2,40,1,0
cna_093,cna,199800,2,45,1,0
lmb_005,lmb,10800,2,44,1,0
gic_327,gic,1234804,2,50,1,0
lqy_045,lqy,97200,2,50,1,0
mlf_143,mlf,315000,1,45,1,0
zms_062,zms,136799,2,48,1,0
zny_250,zny,532802,1,57,1,0
moj_013,moj,27000,2,51,1,0
rbe_012,rbe,25200,1,38,1,0
idp_096,idp,248400,2,55,1,0
xjo_168,xjo,363599,1,50,1,0
toz_062,toz,396000,2,43,1,0
amz_006,amz,88200,2,61,1,0
vkb_133,vkb,286200,2,40,1,0
djm_237,djm,511201,1,52,1,0
gic_105,gic,378001,2,55,1,0
whm_052,whm,111600,1,55,1,0
yry_233,yry,853194,2,60,1,0
fgj_004,fgj,7200,2,42,1,0
vxf_086,vxf,185399,1,48,1,0
csd_064,csd,167400,2,45,1,0
ity_038,ity,102600,2,44,1,0
qyo_047,qyo,115198,2,40,1,0
psz_476,psz,1157402,2,50,1,0
mtw_311,mtw,675002,1,38,1,0
fna_281,fna,608400,1,59,1,0
bkf_131,bkf,304201,2,56,1,0
kqu_355,kqu,770400,1,52,1,0
