image_id,storm_id,relative_time,ocean,wind_speed,category,category_fold
jhp_160,jhp,347400,1,67,2,0
sha_190,sha,410402,2,65,2,0
gux_308,gux,747001,2,112,2,0
vkb_083,vkb,178200,2,84,2,0
iag_147,iag,318600,1,111,2,0
vkb_308,vkb,664202,2,62,2,0
mkf_093,mkf,334796,1,85,2,0
ipa_242,ipa,523800,1,75,2,0
vkb_049,vkb,104400,2,64,2,0
xjo_231,xjo,500398,1,85,2,0
ike_148,ike,372601,2,75,2,0
sxb_214,sxb,683999,2,84,2,0
ggv_222,ggv,531000,2,85,2,0
ing_498,ing,1081799,1,64,2,0
sdt_159,sdt,343800,1,64,2,0
iag_210,iag,457199,1,94,2,0
sdt_161,sdt,347400,1,62,2,0
zkg_042,zkg,90000,1,63,2,0
zvv_153,zvv,329399,1,83,2,0
ojw_059,ojw,127801,1,93,2,0
ssq_051,ssq,183601,1,110,2,0
evt_052,evt,196200,2,65,2,0
ing_213,ing,460799,1,70,2,0
rdc_103,rdc,678600,2,108,2,0
dzw_156,dzw,442801,1,84,2,0
vfx_056,vfx,201601,1,65,2,0
ijc_147,ijc,318598,1,96,2,0
psz_271,psz,586800,2,100,2,0
hcg_046,hcg,100802,2,70,2,0
ang_068,ang,255596,2,65,2,0
wap_065,wap,158400,1,65,2,0
fay_041,fay,147601,2,65,2,0
ing_497,ing,1079999,1,65,2,0
sxb_099,sxb,271800,2,101,2,0
xgr_061,xgr,142201,1,100,2,0
woz_050,woz,108001,1,112,2,0
ise_159,ise,341998,1,69,2,0
wzu_133,wzu,295201,1,91,2,0
oli_071,oli,154802,1,85,2,0
lqy_101,lqy,217799,2,71,2,0
iag_184,iag,399598,1,107,2,0
fzw_107,fzw,437398,2,90,2,0
efl_162,efl,356399,1,86,2,0
ogw_072,ogw,154801,1,88,2,0
tcn_082,tcn,228601,2,80,2,0
xlb_043,xlb,107999,2,95,2,0
fcr_181,fcr,390599,1,71,2,0
soo_101,soo,225000,1,85,2,0
xjj_075,xjj,178199,1,90,2,0
htc_045,htc,97380,1,68,2,0
sxb_076,sxb,201600,2,67,2,0
vgg_117,vgg,252001,1,72,2,0
zvv_156,zvv,336600,1,82,2,0
upx_090,upx,196202,1,75,2,0
xjo_191,xjo,413998,1,66,2,0
ymo_077,ymo,205198,1,82,2,0
wsy_332,wsy,718201,1,90,2,0
gkf_144,gkf,309599,2,63,2,0
dvh_010,dvh,21600,1,75,2,0
mfu_100,mfu,216001,1,65,2,0
ggv_302,ggv,729000,2,87,2,0
hrw_151,hrw,401399,1,78,2,0
qdh_108,qdh,350999,2,115,2,0
ggv_237,ggv,572400,2,85,2,0
zgi_095,zgi,205198,1,112,2,0
upx_120,upx,261001,1,87,2,0
xjo_193,xjo,417598,1,67,2,0
tlc_278,tlc,603001,1,115,2,0
fgi_235,fgi,509402,1,62,2,0
mkf_120,mkf,431993,1,75,2,0
vxf_142,vxf,306001,1,100,2,0
wvi_048,wvi,102600,1,62,2,0
pph_035,pph,106200,1,66,2,0
iag_091,iag,197999,1,78,2,0
ryg_076,ryg,261000,2,77,2,0
eoi_146,eoi,315001,1,78,2,0
hcg_076,hcg,165601,2,95,2,0
fzw_052,fzw,305998,2,104,2,0
pph_074,pph,217798,1,112,2,0
pau_032,pau,68402,1,62,2,0
lqy_126,lqy,271800,2,84,2,0
fcr_225,fcr,485998,1,93,2,0
snk_091,snk,257400,1,99,2,0
dvh_038,dvh,81000,1,89,2,0
ezh_121,ezh,352801,2,73,2,0
oli_014,oli,32400,1,106,2,0
rer_012,rer,27000,1,70,2,0
gux_227,gux,568801,2,113,2,0
woz_062,woz,133201,1,88,2,0
pug_166,pug,359999,1,77,2,0
frv_078,frv,169201,1,115,2,0
gux_299,gux,727201,2,116,2,0
gux_228,gux,572401,2,112,2,0
jtq_077,jtq,165601,2,88,2,0
yry_154,yry,557998,2,105,2,0
pjj_111,pjj,239400,1,93,2,0
eoi_314,eoi,680402,1,90,2,0
pau_120,pau,261000,1,80,2,0
dce_312,dce,1137590,2,90,2,0
tmv_055,tmv,217800,2,72,2,0
qdh_132,qdh,435600,2,113,2,0
tmx_122,tmx,304202,1,102,2,0
eck_103,eck,325800,2,100,2,0
pyi_168,pyi,363600,1,80,2,0
qki_293,qki,633601,1,65,2,0
iaz_064,iaz,228601,2,97,2,0
mfu_068,mfu,145802,1,64,2,0
jhp_162,jhp,351000,1,65,2,0
ykj_060,ykj,133201,1,104,2,0
gst_144,gst,432000,2,75,2,0
fcr_454,fcr,982799,1,65,2,0
xnq_118,xnq,437400,2,114,2,0
imi_172,imi,615600,2,82,2,0
zzp_090,zzp,237598,1,65,2,0
sxb_088,sxb,248399,2,88,2,0
cem_011,cem,25200,1,67,2,0
kqu_142,kqu,307802,1,95,2,0
xtd_122,xtd,262800,1,100,2,0
uwv_042,uwv,122399,2,72,2,0
jwn_077,jwn,162000,1,70,2,0
ike_071,ike,178200,2,97,2,0
tcn_054,tcn,158400,2,77,2,0
ztb_197,ztb,428402,1,67,2,0
ijc_190,ijc,412198,1,80,2,0
rdc_006,rdc,12601,2,100,2,0
soo_176,soo,390599,1,79,2,0
cem_024,cem,52199,1,87,2,0
oup_123,oup,266400,1,75,2,0
llm_050,llm,151200,2,70,2,0
psz_295,psz,639001,2,100,2,0
ggq_001,ggq,1800,2,75,2,0
rkm_119,rkm,372600,2,62,2,0
oli_019,oli,43202,1,114,2,0
upx_159,upx,345601,1,89,2,0
ggv_136,ggv,327599,2,74,2,0
oac_080,oac,215998,1,70,2,0
fgi_144,fgi,313200,1,86,2,0
gzl_028,gzl,270001,2,110,2,0
zvv_141,zvv,304198,1,85,2,0
sxb_087,sxb,244799,2,86,2,0
psz_290,psz,628201,2,100,2,0
eck_117,eck,356400,2,100,2,0
sxb_102,sxb,277200,2,104,2,0
snk_092,snk,259200,1,98,2,0
ilk_170,ilk,611997,1,85,2,0
hig_191,hig,556198,1,89,2,0
tcn_045,tcn,140401,2,73,2,0
ijc_066,ijc,143998,1,71,2,0
xnq_089,xnq,374400,2,77,2,0
xgr_090,xgr,205202,1,62,2,0
ang_063,ang,237596,2,65,2,0
ojw_063,ojw,136801,1,95,2,0
gux_277,gux,676800,2,114,2,0
rkm_291,rkm,923399,2,76,2,0
fuv_201,fuv,437400,1,82,2,0
zzp_094,zzp,244798,1,67,2,0
tmv_076,tmv,262800,2,98,2,0
fgi_203,fgi,439201,1,78,2,0
vgg_099,vgg,212399,1,91,2,0
jht_064,jht,226800,2,85,2,0
ssq_062,ssq,223201,1,115,2,0
hmv_116,hmv,255599,1,65,2,0
pau_046,pau,99000,1,65,2,0
ymo_125,ymo,325800,1,64,2,0
hrw_207,hrw,556199,1,67,2,0
npg_027,npg,61200,1,65,2,0
zgi_039,zgi,84600,1,70,2,0
sxb_200,sxb,631800,2,75,2,0
tlc_315,tlc,1094399,1,75,2,0
cti_217,cti,467999,1,87,2,0
yry_130,yry,467998,2,70,2,0
kqu_293,kqu,633600,1,82,2,0
wsy_274,wsy,594000,1,109,2,0
woc_034,woc,73798,1,65,2,0
pau_161,pau,349200,1,66,2,0
hig_256,hig,736199,1,105,2,0
fcr_462,fcr,998999,1,67,2,0
hqw_176,hqw,633603,2,90,2,0
hig_204,hig,584998,1,90,2,0
blq_234,blq,631798,1,63,2,0
ryg_089,ryg,288001,2,90,2,0
efl_178,efl,390598,1,65,2,0
djm_209,djm,450000,1,75,2,0
cti_037,cti,79200,1,73,2,0
zgi_080,zgi,172799,1,98,2,0
dwc_186,dwc,437400,1,62,2,0
fcr_444,fcr,961201,1,63,2,0
fuv_153,fuv,334801,1,99,2,0
grt_011,grt,23400,1,69,2,0
ing_200,ing,433802,1,74,2,0
ipa_216,ipa,467999,1,101,2,0
qdh_085,qdh,297000,2,99,2,0
ise_207,ise,446400,1,84,2,0
ise_217,ise,467998,1,77,2,0
vkb_337,vkb,727201,2,64,2,0
bcf_063,bcf,136801,1,85,2,0
rkm_288,rkm,907199,2,80,2,0
ogw_123,ogw,264600,1,73,2,0
ssq_089,ssq,320402,1,70,2,0
psz_090,psz,194401,2,111,2,0
ing_201,ing,435600,1,74,2,0
lij_082,lij,176401,1,94,2,0
zkg_053,zkg,113400,1,72,2,0
hcg_085,hcg,183602,2,99,2,0
tmx_142,tmx,360001,1,81,2,0
grt_079,grt,172800,1,99,2,0
gux_057,gux,142203,2,79,2,0
gic_432,gic,1612805,2,65,2,0
zzp_156,zzp,404998,1,109,2,0
rkm_315,rkm,977400,2,64,2,0
djm_149,djm,320401,1,100,2,0
hrw_203,hrw,529200,1,77,2,0
lij_069,lij,147601,1,95,2,0
zvb_023,zvb,48603,2,91,2,0
yfn_182,yfn,491401,2,66,2,0
qpq_216,qpq,467999,1,73,2,0
fgi_205,fgi,444599,1,77,2,0
snk_138,snk,396000,1,72,2,0
ykj_111,ykj,243000,1,82,2,0
eoi_339,eoi,734402,1,80,2,0
tlc_302,tlc,1067399,1,77,2,0
qdh_104,qdh,338401,2,112,2,0
efl_046,efl,106198,1,87,2,0
dvh_002,dvh,3600,1,71,2,0
erd_069,erd,248401,2,80,2,0
psz_062,psz,133202,2,76,2,0
mju_000,mju,0,2,63,2,0
eih_063,eih,162000,1,65,2,0
erx_032,erx,259200,2,115,2,0
whm_080,whm,172801,1,65,2,0
eon_105,eon,226798,2,65,2,0
erx_025,erx,178200,2,114,2,0
xog_081,xog,291602,1,95,2,0
gux_336,gux,810000,2,97,2,0
mkf_097,mkf,349196,1,80,2,0
kyq_007,kyq,19798,2,75,2,0
ing_197,ing,426599,1,74,2,0
cti_215,cti,464399,1,89,2,0
tmv_138,tmv,475200,2,115,2,0
hsq_064,hsq,228600,1,78,2,0
gzl_055,gzl,372601,2,112,2,0
ggq_011,ggq,48600,2,75,2,0
upx_103,upx,225000,1,78,2,0
mfu_065,mfu,140400,1,62,2,0
wsy_321,wsy,694800,1,94,2,0
oli_063,oli,136802,1,101,2,0
fhl_111,fhl,251999,1,98,2,0
sse_059,sse,165601,1,65,2,0
sdt_036,sdt,77402,1,68,2,0
ztb_229,ztb,498600,1,65,2,0
ijc_159,ijc,345600,1,90,2,0
ilk_180,ilk,647995,1,75,2,0
sxb_242,sxb,766798,2,77,2,0
sdt_124,sdt,268200,1,116,2,0
fgi_225,fgi,487801,1,67,2,0
fcr_204,fcr,439200,1,82,2,0
ipa_269,ipa,583199,1,65,2,0
pvj_062,pvj,133201,1,106,2,0
gux_251,gux,621000,2,105,2,0
ojw_052,ojw,111599,1,89,2,0
djm_120,djm,259200,1,115,2,0
erd_094,erd,338401,2,65,2,0
cti_195,cti,421200,1,105,2,0
wbb_144,wbb,309599,1,70,2,0
vkb_076,vkb,163803,2,85,2,0
xnq_086,xnq,369000,2,76,2,0
rer_020,rer,43199,1,70,2,0
snk_142,snk,406800,1,68,2,0
pug_170,pug,368998,1,75,2,0
psz_337,psz,729001,2,86,2,0
eih_054,eih,142198,1,67,2,0
gmt_064,gmt,145799,2,92,2,0
sse_066,sse,180001,1,63,2,0
sxb_220,sxb,696600,2,85,2,0
gux_331,gux,799201,2,100,2,0
zvv_126,zvv,271800,1,93,2,0
zvv_025,zvv,53999,1,78,2,0
hrw_157,hrw,413999,1,81,2,0
mwx_039,mwx,82800,2,89,2,0
fcr_365,fcr,790200,1,72,2,0
xlb_016,xlb,43199,2,110,2,0
cki_018,cki,50399,1,67,2,0
dzw_037,dzw,99001,1,62,2,0
ijc_172,ijc,372599,1,85,2,0
wap_090,wap,223199,1,72,2,0
xhj_055,xhj,145800,1,65,2,0
gkf_300,gkf,647999,2,75,2,0
psz_193,psz,415800,2,100,2,0
xtd_229,xtd,493201,1,70,2,0
dvh_011,dvh,23400,1,76,2,0
gux_248,gux,615600,2,105,2,0
ojw_155,ojw,334801,1,67,2,0
pph_045,pph,136798,1,73,2,0
vxf_127,vxf,273599,1,76,2,0
mkf_050,mkf,179999,1,85,2,0
ipa_136,ipa,295199,1,105,2,0
whm_176,whm,379801,1,65,2,0
soo_177,soo,392399,1,77,2,0
sha_281,sha,633601,2,65,2,0
evt_050,evt,192599,2,65,2,0
ics_014,ics,30599,1,74,2,0
sha_206,sha,444601,2,68,2,0
snk_096,snk,268201,1,96,2,0
sha_301,sha,676802,2,65,2,0
rkm_255,rkm,806400,2,98,2,0
ggv_162,ggv,392400,2,70,2,0
gic_424,gic,1584005,2,65,2,0
wsy_399,wsy,869400,1,73,2,0
fcr_468,fcr,1011600,1,70,2,0
fcr_209,fcr,450000,1,85,2,0
fuv_119,fuv,260999,1,66,2,0
ggv_303,ggv,730800,2,86,2,0
ise_199,ise,428399,1,85,2,0
vkb_073,vkb,156601,2,85,2,0
vib_150,vib,421200,2,67,2,0
whm_097,whm,208800,1,69,2,0
fzw_060,fzw,329398,2,98,2,0
qki_217,qki,469802,1,101,2,0
erx_096,erx,410400,2,105,2,0
gux_266,gux,653401,2,106,2,0
soo_125,soo,275401,1,87,2,0
qki_226,qki,489602,1,96,2,0
psz_189,psz,406800,2,99,2,0
cpf_115,cpf,248399,2,65,2,0
gic_257,gic,982804,2,65,2,0
rer_032,rer,70198,1,64,2,0
fcr_220,fcr,475199,1,90,2,0
qki_165,qki,358201,1,90,2,0
hig_129,hig,356400,1,63,2,0
dwc_120,dwc,280801,1,101,2,0
dnd_042,dnd,133199,2,89,2,0
pau_045,pau,97201,1,65,2,0
sdt_128,sdt,275400,1,111,2,0
frv_043,frv,93601,1,68,2,0
eih_072,eih,180000,1,63,2,0
sha_226,sha,487802,2,70,2,0
gic_456,gic,1699205,2,70,2,0
cti_130,cti,280801,1,85,2,0
whm_172,whm,370801,1,65,2,0
dft_121,dft,262800,1,114,2,0
kqu_246,kqu,532802,1,99,2,0
ing_179,ing,388799,1,65,2,0
hqw_202,hqw,727204,2,90,2,0
erx_112,erx,444600,2,100,2,0
zvv_045,zvv,97200,1,105,2,0
woc_040,woc,86398,1,62,2,0
pvj_052,pvj,111600,1,93,2,0
wbb_137,wbb,295199,1,69,2,0
oac_073,oac,190800,1,74,2,0
hsq_191,hsq,583199,1,114,2,0
upx_078,upx,171001,1,71,2,0
fcr_484,fcr,1047601,1,62,2,0
cpf_133,cpf,286202,2,62,2,0
ike_147,ike,370801,2,78,2,0
imi_119,imi,500400,2,115,2,0
qki_169,qki,367201,1,90,2,0
xjo_223,xjo,482400,1,82,2,0
zzp_098,zzp,253800,1,69,2,0
eoi_409,eoi,885602,1,65,2,0
kaz_047,kaz,264600,2,95,2,0
dnd_064,dnd,232199,2,67,2,0
sxb_170,sxb,503999,2,65,2,0
iiz_160,iiz,347400,1,87,2,0
zzp_189,zzp,489598,1,87,2,0
dzw_320,dzw,892801,1,65,2,0
ilk_076,ilk,273598,1,65,2,0
psz_377,psz,815401,2,70,2,0
iiz_191,iiz,413999,1,115,2,0
pph_070,pph,208799,1,109,2,0
fuv_187,fuv,406799,1,101,2,0
yfn_147,yfn,415801,2,75,2,0
kqu_143,kqu,309601,1,95,2,0
eck_059,eck,180000,2,65,2,0
dce_273,dce,989993,2,90,2,0
hig_330,hig,934198,1,67,2,0
ymo_100,ymo,269998,1,82,2,0
ics_004,ics,9000,1,69,2,0
iag_085,iag,185399,1,73,2,0
ing_210,ing,455399,1,70,2,0
vxf_147,vxf,316800,1,110,2,0
xlb_029,xlb,70200,2,112,2,0
eoi_333,eoi,720002,1,83,2,0
eoi_407,eoi,880202,1,65,2,0
ijc_129,ijc,280799,1,114,2,0
qpq_205,qpq,444599,1,63,2,0
qpq_237,qpq,513000,1,88,2,0
fcr_362,fcr,783001,1,73,2,0
rdc_159,rdc,799201,2,88,2,0
ise_162,ise,349199,1,73,2,0
hmv_128,hmv,282599,1,69,2,0
ing_241,ing,522002,1,70,2,0
wsy_360,wsy,781199,1,90,2,0
npg_037,npg,91800,1,75,2,0
ipa_259,ipa,561599,1,65,2,0
soo_182,soo,403199,1,70,2,0
zkg_069,zkg,147600,1,80,2,0
dzw_164,dzw,459001,1,77,2,0
oac_018,oac,52199,1,74,2,0
psz_063,psz,135001,2,76,2,0
jvx_079,jvx,189000,2,86,2,0
psz_069,psz,147600,2,79,2,0
ipa_100,ipa,217799,1,106,2,0
pph_082,pph,235798,1,114,2,0
fna_211,fna,457200,1,90,2,0
ggv_076,ggv,180000,2,115,2,0
pph_065,pph,180000,1,96,2,0
vtw_008,vtw,500399,1,65,2,0
gkf_139,gkf,298799,2,65,2,0
hcg_089,hcg,192602,2,104,2,0
erx_084,erx,383400,2,105,2,0
ojw_136,ojw,293399,1,87,2,0
djm_166,djm,358202,1,92,2,0
xtd_231,xtd,498600,1,68,2,0
wzu_116,wzu,259199,1,80,2,0
ggv_180,ggv,432000,2,65,2,0
tmv_137,tmv,471600,2,115,2,0
zny_225,zny,475202,1,65,2,0
dvh_094,dvh,201600,1,85,2,0
gst_137,gst,388801,2,65,2,0
ykj_114,ykj,248400,1,77,2,0
mkf_095,mkf,341996,1,85,2,0
dwc_168,dwc,399599,1,79,2,0
xjo_252,xjo,545399,1,83,2,0
pyi_164,pyi,356401,1,78,2,0
xtd_102,xtd,219599,1,96,2,0
rdc_113,rdc,700201,2,96,2,0
cem_012,cem,27000,1,68,2,0
fna_196,fna,424801,1,90,2,0
pyi_206,pyi,446400,1,69,2,0
psz_050,psz,108001,2,65,2,0
ryg_105,ryg,342000,2,90,2,0
kqu_099,kqu,216001,1,65,2,0
xnq_147,xnq,500400,2,106,2,0
pug_258,pug,557999,1,105,2,0
hig_214,hig,606600,1,91,2,0
zvv_161,zvv,347401,1,79,2,0
jtq_105,jtq,226799,2,80,2,0
fcr_341,fcr,737999,1,80,2,0
hmv_127,hmv,280800,1,70,2,0
sta_116,sta,286200,1,68,2,0
sxb_093,sxb,259200,2,95,2,0
wvi_057,wvi,122399,1,66,2,0
ipa_149,ipa,323999,1,105,2,0
bkh_106,bkh,273602,1,85,2,0
vxf_126,vxf,271799,1,75,2,0
zvv_048,zvv,102600,1,111,2,0
ise_172,ise,370798,1,75,2,0
lij_056,lij,120599,1,90,2,0
yfn_129,yfn,345599,2,80,2,0
wtz_062,wtz,223200,1,85,2,0
dpg_023,dpg,48599,1,73,2,0
psz_297,psz,642601,2,100,2,0
ojw_157,ojw,338401,1,66,2,0
dvh_074,dvh,158401,1,90,2,0
ijc_224,ijc,485998,1,69,2,0
hig_216,hig,610200,1,92,2,0
snk_166,snk,459001,1,63,2,0
ijc_134,ijc,291598,1,106,2,0
pjj_196,pjj,422998,1,72,2,0
pjj_162,pjj,349199,1,79,2,0
kqu_328,kqu,709200,1,70,2,0
yry_162,yry,586798,2,115,2,0
psz_215,psz,466201,2,108,2,0
fcr_453,fcr,979201,1,65,2,0
pau_077,pau,165600,1,75,2,0
azm_120,azm,565200,2,110,2,0
fcr_250,fcr,541800,1,104,2,0
jtq_071,jtq,153000,2,94,2,0
vfx_063,vfx,226801,1,70,2,0
dnd_028,dnd,93600,2,98,2,0
eon_158,eon,341999,2,66,2,0
lij_097,lij,208799,1,86,2,0
iaz_156,iaz,504000,2,94,2,0
fuv_192,fuv,417599,1,94,2,0
ipa_154,ipa,334800,1,102,2,0
tmx_003,tmx,7201,1,69,2,0
azm_115,azm,554400,2,110,2,0
oac_053,oac,140398,1,86,2,0
zzp_148,zzp,388799,1,105,2,0
dzw_144,dzw,415800,1,100,2,0
rkm_301,rkm,946801,2,71,2,0
dft_088,dft,190802,1,74,2,0
pvj_146,pvj,315001,1,104,2,0
fgi_234,fgi,507600,1,62,2,0
utl_155,utl,378001,1,87,2,0
hig_243,hig,687600,1,110,2,0
cpf_076,cpf,163799,2,66,2,0
iag_139,iag,302401,1,115,2,0
ogw_102,ogw,219601,1,89,2,0
eoi_434,eoi,941401,1,62,2,0
woz_049,woz,106201,1,113,2,0
zzp_114,zzp,302399,1,80,2,0
ogw_099,ogw,212401,1,91,2,0
meg_144,meg,471600,2,87,2,0
utl_050,utl,118802,1,68,2,0
buv_021,buv,81000,1,66,2,0
fuv_114,fuv,250201,1,63,2,0
xtd_203,xtd,437400,1,87,2,0
vgg_076,vgg,163801,1,100,2,0
oli_006,oli,12600,1,93,2,0
fgi_181,fgi,392399,1,89,2,0
ojw_089,ojw,192599,1,112,2,0
frv_107,frv,232199,1,114,2,0
utl_154,utl,374399,1,88,2,0
hqw_130,hqw,468002,2,105,2,0
kfs_050,kfs,147600,2,65,2,0
hcg_034,hcg,73802,2,63,2,0
pug_104,pug,226800,1,63,2,0
pjj_117,pjj,251998,1,101,2,0
iag_166,iag,359999,1,110,2,0
upx_150,upx,325800,1,93,2,0
dce_286,dce,1040390,2,100,2,0
cti_112,cti,241199,1,85,2,0
ggv_122,ggv,297000,2,88,2,0
rpk_040,rpk,86400,1,97,2,0
tcn_076,tcn,215999,2,80,2,0
kqu_322,kqu,696600,1,73,2,0
hig_284,hig,815398,1,101,2,0
zvv_162,zvv,349200,1,79,2,0
tcn_072,tcn,206999,2,80,2,0
erx_108,erx,435600,2,100,2,0
mfu_093,mfu,199801,1,68,2,0
qdh_130,qdh,432000,2,115,2,0
sdt_073,sdt,156601,1,99,2,0
iaz_133,iaz,442800,2,116,2,0
snk_112,snk,322200,1,84,2,0
jhp_147,jhp,318600,1,80,2,0
zkg_083,zkg,178201,1,65,2,0
meg_154,meg,493200,2,85,2,0
djm_228,djm,491401,1,62,2,0
iiz_195,iiz,423001,1,115,2,0
dzw_108,dzw,318599,1,114,2,0
jtq_020,jtq,43199,2,90,2,0
hmv_141,hmv,309598,1,63,2,0
wsy_408,wsy,889200,1,69,2,0
pvj_087,pvj,187202,1,112,2,0
qki_107,qki,230403,1,70,2,0
buv_058,buv,160200,1,70,2,0
eon_103,eon,221398,2,65,2,0
imi_144,imi,554401,2,101,2,0
upx_125,upx,271803,1,89,2,0
qpq_208,qpq,449999,1,65,2,0
ben_008,ben,118800,2,91,2,0
eck_123,eck,369000,2,103,2,0
pug_141,pug,306001,1,94,2,0
frv_061,frv,133199,1,91,2,0
kqu_329,kqu,712800,1,70,2,0
tjj_107,tjj,288001,1,79,2,0
ggv_254,ggv,608400,2,86,2,0
pug_261,pug,565199,1,109,2,0
meg_110,meg,378000,2,110,2,0
sxb_233,sxb,736199,2,89,2,0
yry_182,yry,662398,2,75,2,0
bkf_079,bkf,187200,2,90,2,0
ilk_075,ilk,269998,1,65,2,0
pvj_060,pvj,129601,1,104,2,0
ojw_141,ojw,304199,1,82,2,0
mkf_084,mkf,302396,1,85,2,0
dvh_077,dvh,165602,1,90,2,0
cem_022,cem,48599,1,86,2,0
yfn_152,yfn,426601,2,75,2,0
xhj_101,xhj,284399,1,63,2,0
ojw_145,ojw,313200,1,77,2,0
ing_490,ing,1063799,1,65,2,0
pug_243,pug,525600,1,108,2,0
cti_142,cti,305999,1,80,2,0
wzu_149,wzu,329401,1,107,2,0
ogw_128,ogw,275400,1,71,2,0
ojw_139,ojw,300599,1,83,2,0
sha_216,sha,466201,2,70,2,0
ymo_128,ymo,333000,1,62,2,0
oac_014,oac,43198,1,72,2,0
cti_132,cti,284400,1,84,2,0
snk_139,snk,399600,1,71,2,0
eem_287,eem,620999,1,69,2,0
wsy_416,wsy,907202,1,65,2,0
wtz_063,wtz,226801,1,85,2,0
ggv_153,ggv,372600,2,70,2,0
ffk_143,ffk,307800,1,67,2,0
iag_238,iag,518398,1,75,2,0
fna_177,fna,383401,1,91,2,0
hsq_195,hsq,590400,1,111,2,0
sxb_183,sxb,595798,2,70,2,0
psz_284,psz,615600,2,100,2,0
ing_203,ing,439201,1,73,2,0
kqu_289,kqu,626400,1,80,2,0
ymo_079,ymo,208798,1,83,2,0
wsy_278,wsy,601200,1,106,2,0
iag_219,iag,476999,1,89,2,0
iaz_075,iaz,275399,2,108,2,0
ggv_197,ggv,477000,2,81,2,0
pph_050,pph,147598,1,76,2,0
